payment_id,reference_type,reference_id,payment_date,amount,method
102870,service,84949,2025-09-13,546.86,cash
102871,service,84952,2026-04-26,1042.1,financing
102872,service,84953,2025-07-17,1004.14,financing
102873,service,84955,2025-08-15,1996.32,card
102874,service,84965,2025-10-16,3949.36,financing
102875,service,84969,2024-08-12,4368.18,check
102876,service,84972,2026-04-26,824.74,financing
102877,service,84976,2024-11-08,2463.55,check
102878,service,84976,2024-11-08,2463.55,card
102879,service,84978,2024-07-21,4204.06,card
102880,service,84979,2025-11-17,1798.16,financing
102881,service,84979,2025-11-17,1798.16,card
102882,service,84984,2026-02-19,589.38,check
102883,service,84985,2025-10-08,322.25,financing
102884,service,84986,2026-02-26,872.53,cash
102885,service,84986,2026-02-26,872.53,card
102886,service,84988,2024-12-05,642.72,cash
102887,service,84989,2026-04-08,2659.93,cash
102888,service,84989,2026-04-08,2659.93,financing
102889,service,84993,2024-07-22,2038.27,cash
102890,service,84995,2024-07-25,936.38,cash
102891,service,84995,2024-07-25,936.38,check
102892,service,84998,2026-05-04,4417.03,financing
102893,service,85001,2025-06-27,4905.11,check
102894,service,85004,2025-03-31,5209.69,check
102895,service,85006,2025-04-09,844.65,card
102896,service,85006,2025-04-09,844.65,cash
102897,service,85008,2024-08-13,935.31,check
102898,service,85008,2024-08-13,935.31,cash
102899,service,85009,2025-06-30,4561.44,check
102900,service,85010,2025-07-13,38.64,financing
102901,service,85011,2024-10-22,1462.23,financing
102902,service,85011,2024-10-22,1457.84,cash
102903,service,85014,2024-10-08,4054.41,cash
102904,service,85014,2024-10-08,4054.41,financing
102905,service,85015,2025-05-15,2937.26,financing
102906,service,85016,2025-08-06,1900.44,financing
102907,service,85017,2025-08-22,-2137.59,financing
102908,service,85018,2026-01-13,5549.29,check
102909,service,85019,2025-06-11,137.44,cash
102910,service,85019,2025-06-11,137.44,cash
102911,service,85020,2024-11-20,4726.86,card
102912,service,85021,2024-08-15,5232.52,card
102913,service,85023,2025-11-09,11474.06,card
102914,service,85024,2025-04-19,4683.71,check
102915,service,85025,2024-07-19,3575.91,card
102916,service,85027,2025-02-23,5326.13,cash
102917,service,85029,2026-07-04,8044.45,card
102918,service,85032,2025-10-22,4003.66,cash
102919,service,85032,2025-10-22,4003.66,card
102920,service,85034,2025-06-01,265.1,check
102921,service,85034,2025-06-01,282.13,cash
102922,service,85036,2024-10-07,3463.28,check
102923,service,85037,2025-02-25,4178.27,check
102924,service,85037,2025-02-25,4178.27,check
102925,service,85040,2025-02-10,6388.78,card
102926,service,85041,2026-04-02,820.27,check
102927,service,85041,2026-04-02,820.27,card
102928,service,85045,2024-08-14,5883.33,check
102929,service,85046,2024-07-31,6327.94,check
102930,service,85047,2025-08-28,2991.87,check
102931,service,85049,2026-01-05,1297.61,card
102932,service,85055,2025-10-19,3522.42,cash
102933,service,85058,2026-06-11,1037.48,check
102934,service,85059,2026-02-20,5232.16,check
102935,service,85060,2026-03-20,3110.94,financing
102936,service,85062,2025-07-23,3730.24,financing
102937,service,85063,2025-03-05,2774.03,financing
102938,service,85063,2025-03-05,2774.03,card
102939,service,85064,2025-06-11,7028.1,card
102940,service,85065,2025-11-13,4439.94,financing
102941,service,85067,2026-02-25,508.02,card
102942,service,85069,2025-06-28,4332.76,cash
102943,service,85072,2025-02-11,299.68,cash
102944,service,85072,2025-02-11,299.68,financing
102945,service,85075,2025-03-02,2171.34,card
102946,service,85075,2025-03-02,2171.34,check
102947,service,85078,2024-09-18,2455.22,check
102948,service,85080,2026-04-15,2459.97,cash
102949,service,85080,2026-04-15,2459.97,cash
102950,service,85081,2026-06-05,1097.92,cash
102951,service,85087,2025-03-13,3765.28,financing
102952,service,85091,2025-12-19,4841.26,card
102953,service,85092,2025-03-23,2119.49,check
102954,service,85094,2025-01-20,198.4,check
102955,service,85094,2025-01-20,198.4,check
102956,service,85095,2026-01-12,2582.28,financing
102957,service,85095,2026-01-12,2582.28,check
102958,service,85096,2025-03-03,4046.97,card
102959,service,85096,2025-03-03,4017.11,check
102960,service,85098,2024-07-29,3701.27,check
102961,service,85102,2024-10-27,5570.36,check
102962,service,85107,2025-04-18,3584.51,cash
102963,service,85107,2025-04-18,3584.51,cash
102964,service,85108,2025-04-19,152.38,financing
102965,service,85108,2025-04-19,152.38,financing
102966,service,85112,2025-08-13,1963.68,check
102967,service,85115,2025-12-13,10411.64,check
102968,service,85118,2024-08-31,5962.96,cash
102969,service,85125,2025-07-02,1210.32,check
102970,service,85128,2025-09-11,7921.7,financing
102971,service,85130,2024-12-08,1588.8,check
102972,service,85132,2024-10-26,1075.91,cash
102973,service,85133,2024-10-15,5929.41,card
102974,service,85134,2025-07-27,136.16,financing
102975,service,85135,2025-07-04,507.36,financing
102976,service,85137,2024-08-24,2407.02,cash
102977,service,85139,2026-04-02,1935.47,cash
102978,service,85140,2025-11-11,1118.39,cash
102979,service,85143,2026-02-24,1708.83,card
102980,service,85146,2025-07-11,358.0,cash
102981,service,85147,2025-05-08,2735.13,cash
102982,service,85154,2026-02-12,2599.35,check
102983,service,85155,2026-05-28,1652.05,check
102984,service,85155,2026-05-28,1652.05,card
102985,service,85157,2025-11-10,1009.8,cash
102986,service,85157,2025-11-10,1009.8,card
102987,service,85161,2025-05-22,4420.65,financing
102988,service,85162,2025-03-22,6882.02,cash
102989,service,85164,2025-01-25,586.96,check
102990,service,85165,2024-08-21,2124.91,card
102991,service,85165,2024-08-21,2124.91,card
102992,service,85167,2025-06-30,318.12,financing
102993,service,85167,2025-06-30,318.12,financing
102994,service,85170,2024-08-18,1101.91,financing
102995,service,85172,2026-01-19,-527.95,financing
102996,service,85173,2024-08-04,1121.84,cash
102997,service,85173,2024-08-04,1121.84,card
102998,service,85176,2024-12-13,595.0,check
102999,service,85178,2024-10-09,2954.45,card
103000,service,85178,2024-10-09,2954.45,card
103001,service,85180,2025-06-28,7577.7,cash
103002,service,85182,2026-04-25,192.54,card
103003,service,85182,2026-04-25,192.54,card
103004,service,85183,2025-06-03,1253.28,cash
103005,service,85185,2024-08-11,1014.62,cash
103006,service,85187,2024-08-20,5085.09,cash
103007,service,85190,2024-10-15,1610.12,card
103008,service,85194,2025-09-17,438.0,cash
103009,service,85196,2025-10-29,2782.43,card
103010,service,85196,2025-10-29,2782.43,card
103011,service,85197,2025-08-01,837.11,financing
103012,service,85197,2025-08-01,837.11,card
103013,service,85198,2025-08-30,2254.95,card
103014,service,85199,2025-01-23,7507.81,card
103015,service,85200,2025-09-18,655.36,cash
103016,service,85203,2026-04-25,1011.63,card
103017,service,85203,2026-04-25,1011.63,check
103018,service,85204,2025-07-04,2217.9,financing
103019,service,85209,2025-09-29,2009.01,check
103020,service,85213,2025-05-10,618.36,financing
103021,service,85214,2024-07-16,5866.02,cash
103022,service,85215,2026-06-22,3154.93,check
103023,service,85216,2024-08-25,3146.64,card
103024,service,85217,2025-03-11,4820.62,cash
103025,service,85218,2025-01-14,1149.46,financing
103026,service,85222,2025-01-04,7641.5,check
103027,service,85223,2025-04-11,7209.57,check
103028,service,85225,2025-02-28,2297.14,financing
103029,service,85227,2025-07-06,1684.68,card
103030,service,85228,2025-05-26,974.57,financing
103031,service,85228,2025-05-26,974.57,cash
103032,service,85229,2026-01-16,5264.93,check
103033,service,85230,2026-01-06,1007.56,check
103034,service,85235,2026-03-25,1951.36,cash
103035,service,85237,2024-07-18,2696.69,card
103036,service,85238,2025-07-06,204.22,card
103037,service,85238,2025-07-06,204.22,card
103038,service,85240,2026-02-20,5101.27,check
103039,service,85242,2025-05-13,4720.95,card
103040,service,85244,2025-05-13,2747.18,check
103041,service,85245,2026-04-29,1541.84,card
103042,service,85245,2026-04-29,1541.84,financing
103043,service,85249,2024-12-02,6998.2,card
103044,service,85250,2025-11-11,4556.89,check
103045,service,85256,2026-01-06,1087.6,check
103046,service,85257,2025-11-20,4530.84,cash
103047,service,85258,2025-06-06,304.6,cash
103048,service,85259,2025-04-08,201.13,card
103049,service,85259,2025-04-08,201.13,cash
103050,service,85261,2026-04-01,1381.11,cash
103051,service,85262,2025-03-18,182.8,check
103052,service,85262,2025-03-18,182.8,financing
103053,service,85263,2025-01-02,2533.38,check
103054,service,85263,2025-01-02,2533.38,financing
103055,service,85269,2025-03-12,1417.63,financing
103056,service,85271,2025-01-07,1310.6,cash
103057,service,85271,2025-01-07,1310.6,card
103058,service,85283,2025-04-19,883.36,financing
103059,service,85290,2024-12-25,916.36,cash
103060,service,85291,2024-10-01,157.78,check
103061,service,85291,2024-10-01,157.78,check
103062,service,85295,2024-09-08,4241.35,card
103063,service,85297,2025-06-03,3221.1,card
103064,service,85298,2025-01-27,542.58,financing
103065,service,85299,2025-03-05,5990.34,financing
103066,service,85304,2025-10-27,134.07,cash
103067,service,85304,2025-10-27,134.07,check
103068,service,85305,2024-07-21,2319.82,financing
103069,service,85307,2025-01-07,842.68,financing
103070,service,85308,2025-09-26,3006.32,cash
103071,service,85309,2025-12-25,2006.94,cash
103072,service,85309,2025-12-25,2006.94,cash
103073,service,85319,2025-02-20,5831.72,financing
103074,service,85320,2026-06-09,322.8,financing
103075,service,85321,2025-09-03,3281.13,cash
103076,service,85322,2025-04-15,685.24,check
103077,service,85324,2025-10-28,3175.54,check
103078,service,85327,2026-06-18,6230.12,check
103079,service,85328,2026-05-16,1325.88,check
103080,service,85328,2026-05-16,1325.88,cash
103081,service,85331,2024-08-04,3369.53,card
103082,service,85332,2024-11-21,3883.75,cash
103083,service,85333,2025-08-20,9040.51,card
103084,service,85337,2025-04-28,1343.58,card
103085,service,85341,2025-02-06,2216.82,cash
103086,service,85342,2025-07-16,4306.77,check
103087,service,85343,2024-11-17,7575.16,card
103088,service,85345,2026-03-24,1549.56,cash
103089,service,85346,2026-03-09,416.24,card
103090,service,85349,2024-09-14,1194.99,check
103091,service,85351,2025-06-09,5057.48,check
103092,service,85353,2026-03-06,449.85,cash
103093,service,85353,2026-03-06,449.85,financing
103094,service,85354,2025-08-24,1934.18,financing
103095,service,85356,2025-06-23,2848.52,financing
103096,service,85357,2025-09-16,4580.08,check
103097,service,85358,2025-05-22,3328.18,card
103098,service,85362,2025-06-27,4790.55,card
103099,service,85363,2024-12-07,487.3,cash
103100,service,85366,2025-09-14,1026.13,check
103101,service,85368,2024-09-24,10047.71,financing
103102,service,85369,2025-02-15,4437.24,check
103103,service,85370,2025-11-18,943.62,financing
103104,service,85372,2026-04-09,3378.19,check
103105,service,85373,2025-08-21,2724.89,check
103106,service,85379,2026-04-15,1730.86,cash
103107,service,85380,2025-03-25,786.77,financing
103108,service,85382,2025-09-24,2397.75,check
103109,service,85382,2025-09-24,2397.75,cash
103110,service,85384,2026-07-05,1697.44,card
103111,service,85385,2024-11-08,5413.42,card
103112,service,85390,2025-01-19,1761.78,financing
103113,service,85395,2026-06-01,4398.26,cash
103114,service,85396,2025-10-19,198.64,card
103115,service,85396,2025-10-19,198.64,financing
103116,service,85399,2026-03-16,1242.4,card
103117,service,85399,2026-03-16,1242.4,cash
103118,service,85400,2026-01-08,3168.5,cash
103119,service,85400,2026-01-08,3168.5,cash
103120,service,85403,2025-11-11,4163.22,cash
103121,service,85404,2025-04-02,3262.12,card
103122,service,85405,2025-03-25,4012.91,check
103123,service,85406,2024-07-18,703.52,cash
103124,service,85409,2024-11-06,131.0,card
103125,service,85409,2024-11-06,131.0,financing
103126,service,85411,2026-06-27,1141.67,financing
103127,service,85412,2024-09-26,97.17,cash
103128,service,85412,2024-09-26,97.17,cash
103129,service,85414,2026-03-25,7640.15,card
103130,service,85415,2024-08-10,1397.89,card
103131,service,85416,2025-02-22,7364.08,financing
103132,service,85417,2025-02-28,4982.92,financing
103133,service,85421,2026-02-02,2718.43,cash
103134,service,85421,2026-02-02,2718.43,check
103135,service,85423,2024-11-08,1631.89,cash
103136,service,85424,2026-04-18,272.12,cash
103137,service,85424,2026-04-18,272.12,cash
103138,service,85426,2024-08-29,2560.78,check
103139,service,85428,2026-05-28,3060.93,cash
103140,service,85428,2026-05-28,3060.93,cash
103141,service,85431,2024-08-11,2751.45,financing
103142,service,85432,2024-12-28,2303.14,financing
103143,service,85433,2024-08-10,6511.07,check
103144,service,85435,2025-10-09,4175.04,check
103145,service,85436,2024-10-24,286.92,check
103146,service,85437,2026-04-26,3500.21,card
103147,service,85438,2026-03-16,3585.39,cash
103148,service,85441,2026-02-06,1450.14,cash
103149,service,85441,2026-02-06,1450.14,cash
103150,service,85442,2024-12-15,2989.6,financing
103151,service,85445,2026-05-14,3190.9,check
103152,service,85446,2024-09-24,986.12,financing
103153,service,85448,2025-10-31,4504.79,check
103154,service,85450,2024-09-23,801.7,cash
103155,service,85450,2024-09-23,801.7,cash
103156,service,85453,2025-04-20,1735.68,financing
103157,service,85456,2026-06-29,3956.2,check
103158,service,85456,2026-06-29,3956.2,card
103159,service,85461,2025-06-05,2051.49,financing
103160,service,85461,2025-06-05,2068.16,check
103161,service,85462,2025-11-05,2172.18,cash
103162,service,85462,2025-11-05,2172.18,cash
103163,service,85464,2024-07-23,232.67,card
103164,service,85465,2024-12-13,9205.04,check
103165,service,85468,2025-12-26,189.38,card
103166,service,85468,2025-12-26,189.38,card
103167,service,85472,2025-08-02,2237.44,card
103168,service,85473,2026-04-15,8297.45,cash
103169,service,85474,2025-12-28,4474.85,financing
103170,service,85474,2025-12-28,4474.85,financing
103171,service,85477,2025-08-25,1694.73,cash
103172,service,85478,2026-06-04,4702.4,card
103173,service,85478,2026-06-04,4702.4,card
103174,service,85480,2024-10-10,5328.49,card
103175,service,85482,2024-07-25,1888.62,financing
103176,service,85482,2024-07-25,1888.62,financing
103177,service,85484,2025-03-13,839.02,financing
103178,service,85485,2025-03-28,1645.52,check
103179,service,85488,2025-11-18,3524.72,cash
103180,service,85489,2025-01-22,2726.55,financing
103181,service,85490,2025-12-04,2105.65,check
103182,service,85491,2025-07-18,2675.96,financing
103183,service,85496,2025-02-01,271.19,check
103184,service,85497,2025-06-14,695.77,cash
103185,service,85497,2025-06-14,695.77,cash
103186,service,85498,2026-04-17,819.54,check
103187,service,85498,2026-04-17,819.54,financing
103188,service,85500,2024-11-02,2036.2,cash
103189,service,85501,2025-05-11,2949.42,check
103190,service,85503,2025-04-16,5365.95,financing
103191,service,85505,2025-05-11,3182.87,card
103192,service,85507,2024-08-15,4062.18,card
103193,service,85509,2024-07-23,7197.03,card
103194,service,85511,2025-09-19,1208.18,card
103195,service,85513,2026-01-13,759.82,check
103196,service,85514,2025-10-27,3381.16,check
103197,service,85515,2025-01-08,1845.15,financing
103198,service,85515,2025-01-08,1845.15,financing
103199,service,85517,2025-07-15,5351.76,card
103200,service,85518,2024-11-13,2198.97,card
103201,service,85519,2025-04-01,3439.25,check
103202,service,85520,2025-05-22,2937.26,cash
103203,service,85521,2025-11-15,864.53,card
103204,service,85521,2025-11-15,864.53,financing
103205,service,85524,2026-01-08,7858.21,card
103206,service,85526,2026-01-05,4123.79,check
103207,service,85528,2025-12-25,271.35,check
103208,service,85528,2025-12-25,271.35,cash
103209,service,85531,2025-05-28,5540.9,cash
103210,service,85533,2026-01-20,3925.68,card
103211,service,85534,2025-07-06,1457.71,financing
103212,service,85538,2026-01-13,5584.0,cash
103213,service,85539,2025-04-23,922.55,card
103214,service,85540,2025-02-28,2150.32,financing
103215,service,85541,2026-05-23,1545.2,check
103216,service,85542,2025-12-22,1451.99,card
103217,service,85544,2025-12-01,3098.86,financing
103218,service,85544,2025-12-01,3098.86,card
103219,service,85548,2024-09-16,4662.6,check
103220,service,85550,2025-12-02,4716.28,financing
103221,service,85553,2026-04-17,4560.08,cash
103222,service,85556,2025-06-15,1151.1,card
103223,service,85557,2025-07-26,2982.36,financing
103224,service,85560,2025-06-13,974.52,financing
103225,service,85566,2025-10-22,3007.3,check
103226,service,85568,2025-12-20,2460.12,cash
103227,service,85568,2025-12-20,2460.12,check
103228,service,85569,2024-12-30,3163.16,cash
103229,service,85571,2026-02-18,6230.6,cash
103230,service,85572,2024-09-07,1633.22,check
103231,service,85574,2024-10-13,3179.28,check
103232,service,85577,2025-10-01,887.22,card
103233,service,85578,2025-04-26,3097.03,card
103234,service,85583,2026-04-30,1764.02,check
103235,service,85583,2026-04-30,1764.02,check
103236,service,85584,2025-07-04,10316.77,cash
103237,service,85586,2025-11-08,2298.72,financing
103238,service,85586,2025-11-08,2298.72,cash
103239,service,85587,2026-04-24,4025.4,card
103240,service,85588,2026-05-04,9285.13,cash
103241,service,85589,2025-03-22,824.14,financing
103242,service,85589,2025-03-22,824.14,financing
103243,service,85590,2025-12-04,1233.56,card
103244,service,85592,2024-09-21,1360.77,card
103245,service,85592,2024-09-21,1360.77,cash
103246,service,85594,2025-02-24,578.58,card
103247,service,85594,2025-02-24,578.58,check
103248,service,85595,2026-03-03,587.29,check
103249,service,85600,2025-07-07,2870.75,financing
103250,service,85602,2026-03-12,1389.21,cash
103251,service,85602,2026-03-12,1389.21,cash
103252,service,85603,2025-05-27,25.88,cash
103253,service,85603,2025-05-27,25.88,card
103254,service,85604,2025-07-13,160.46,check
103255,service,85604,2025-07-13,160.46,cash
103256,service,85605,2026-03-01,4157.29,check
103257,service,85606,2026-02-16,3283.84,financing
103258,service,85606,2026-02-16,3283.84,financing
103259,service,85607,2024-10-03,6387.54,check
103260,service,85608,2024-09-04,410.24,check
103261,service,85608,2024-09-04,410.24,cash
103262,service,85610,2026-06-22,2354.48,cash
103263,service,85616,2026-06-16,4683.12,financing
103264,service,85617,2024-08-17,6675.13,cash
103265,service,85619,2025-07-27,921.03,cash
103266,service,85622,2024-12-15,5181.04,cash
103267,service,85628,2024-09-10,40.34,card
103268,service,85630,2025-05-21,4618.32,card
103269,service,85633,2025-08-15,3637.96,cash
103270,service,85633,2025-08-15,3637.96,financing
103271,service,85635,2026-01-07,5575.88,cash
103272,service,85636,2025-12-06,3664.14,financing
103273,service,85637,2025-12-03,862.04,financing
103274,service,85638,2025-08-05,2406.56,financing
103275,service,85639,2025-11-16,295.5,financing
103276,service,85641,2025-04-15,1768.96,financing
103277,service,85641,2025-04-15,1768.96,financing
103278,service,85646,2024-09-30,8374.63,financing
103279,service,85647,2024-11-15,73.72,card
103280,service,85647,2024-11-15,73.72,check
103281,service,85648,2024-12-23,900.42,card
103282,service,85648,2024-12-23,900.42,financing
103283,service,85649,2025-09-20,1222.77,cash
103284,service,85649,2025-09-20,1222.77,card
103285,service,85650,2025-02-06,1728.72,check
103286,service,85651,2025-01-13,6478.15,financing
103287,service,85652,2024-07-24,2853.48,check
103288,service,85654,2025-07-08,517.6,card
103289,service,85656,2024-09-05,1474.51,financing
103290,service,85658,2026-07-02,6049.35,cash
103291,service,85659,2026-05-07,3245.22,card
103292,service,85660,2025-02-24,703.53,card
103293,service,85660,2025-02-24,703.53,card
103294,service,85662,2025-05-25,591.23,financing
103295,service,85662,2025-05-25,591.23,financing
103296,service,85667,2025-08-22,1099.6,card
103297,service,85667,2025-08-22,1099.6,financing
103298,service,85668,2025-11-19,2172.37,check
103299,service,85669,2025-01-03,906.1,cash
103300,service,85669,2025-01-03,906.1,financing
103301,service,85671,2024-08-06,2013.73,card
103302,service,85671,2024-08-06,2013.73,financing
103303,service,85677,2024-09-09,1627.49,financing
103304,service,85680,2024-09-28,3119.67,check
103305,service,85681,2025-05-01,1553.0,card
103306,service,85682,2025-08-03,5312.89,check
103307,service,85684,2024-07-29,3803.08,financing
103308,service,85685,2026-05-10,697.48,financing
103309,service,85688,2025-05-29,5777.61,cash
103310,service,85692,2025-09-23,1559.83,financing
103311,service,85697,2025-09-13,11622.22,card
103312,service,85700,2026-05-26,-1496.68,card
103313,service,85705,2026-04-28,762.32,card
103314,service,85706,2024-10-10,275.17,card
103315,service,85706,2024-10-10,275.17,cash
103316,service,85709,2025-05-28,358.72,card
103317,service,85710,2025-06-10,2842.45,check
103318,service,85710,2025-06-10,2842.45,check
103319,service,85711,2025-01-15,1404.62,card
103320,service,85713,2024-08-15,3236.66,cash
103321,service,85714,2024-08-25,160.46,card
103322,service,85715,2025-05-01,634.35,check
103323,service,85715,2025-05-01,634.35,financing
103324,service,85723,2026-05-28,1512.54,cash
103325,service,85723,2026-05-28,1512.54,card
103326,service,85727,2025-02-27,710.96,financing
103327,service,85733,2025-04-21,141.75,cash
103328,service,85733,2025-04-21,141.75,cash
103329,service,85734,2025-05-03,1757.85,card
103330,service,85735,2026-06-15,8360.19,card
103331,service,85739,2024-10-30,1371.45,cash
103332,service,85739,2024-10-30,1371.45,card
103333,service,85742,2024-09-21,-2115.08,financing
103334,service,85744,2025-04-28,618.59,card
103335,service,85744,2025-04-28,618.59,cash
103336,service,85745,2026-01-23,1587.0,cash
103337,service,85746,2025-08-16,2946.91,financing
103338,service,85746,2025-08-16,2946.91,financing
103339,service,85747,2026-05-23,6631.04,card
103340,service,85748,2026-06-26,1186.04,card
103341,service,85749,2024-08-30,4251.46,financing
103342,service,85749,2024-08-30,4251.46,check
103343,service,85750,2025-11-21,-291.51,card
103344,service,85752,2026-01-31,1741.86,cash
103345,service,85752,2026-01-31,1741.86,cash
103346,service,85753,2024-09-28,2720.89,check
103347,service,85757,2025-12-10,10089.47,cash
103348,service,85758,2025-10-11,3139.72,financing
103349,service,85764,2025-08-07,3396.86,card
103350,service,85767,2025-07-04,-1295.52,cash
103351,service,85767,2025-07-04,-1288.44,check
103352,service,85768,2025-06-25,4285.09,check
103353,service,85770,2026-06-05,1415.84,financing
103354,service,85770,2026-06-05,1415.84,financing
103355,service,85772,2026-03-06,3291.85,cash
103356,service,85773,2025-11-26,3252.52,cash
103357,service,85773,2025-11-26,3252.52,financing
103358,service,85774,2025-06-05,6374.65,financing
103359,service,85775,2024-07-18,340.75,check
103360,service,85775,2024-07-18,340.75,cash
103361,service,85776,2024-07-26,8917.11,cash
103362,service,85778,2026-03-27,7482.91,financing
103363,service,85779,2024-11-17,-486.13,card
103364,service,85780,2024-11-17,266.16,card
103365,service,85780,2024-11-17,266.16,check
103366,service,85786,2024-11-09,5665.55,check
103367,service,85786,2024-11-09,5665.55,check
103368,service,85787,2025-10-24,9274.23,check
103369,service,85789,2025-09-27,470.94,card
103370,service,85789,2025-09-27,470.94,check
103371,service,85790,2025-08-17,138.16,check
103372,service,85790,2025-08-17,138.16,cash
103373,service,85794,2025-01-05,14965.7,check
103374,service,85797,2025-06-27,5426.79,cash
103375,service,85797,2025-06-27,5426.79,card
103376,service,85803,2026-04-25,4072.74,financing
103377,service,85805,2024-09-30,6099.24,financing
103378,service,85807,2024-11-22,1487.59,check
103379,service,85811,2025-09-10,2013.73,card
103380,service,85811,2025-09-10,2013.73,card
103381,service,85813,2024-12-18,2238.09,card
103382,service,85813,2024-12-18,2238.09,cash
103383,service,85814,2025-09-17,5801.02,cash
103384,service,85816,2025-08-28,3545.35,check
103385,service,85819,2026-01-30,2406.44,card
103386,service,85821,2025-02-18,2483.96,financing
103387,service,85825,2025-09-30,4490.04,card
103388,service,85826,2024-10-05,2214.93,financing
103389,service,85828,2025-08-10,603.39,card
103390,service,85828,2025-08-10,603.39,card
103391,service,85829,2024-11-18,2579.99,cash
103392,service,85829,2024-11-18,2579.99,cash
103393,service,85838,2026-04-04,6083.16,check
103394,service,85839,2025-10-22,3246.46,financing
103395,service,85842,2025-03-29,1440.48,cash
103396,service,85843,2025-09-04,6244.48,cash
103397,service,85845,2025-06-01,4723.72,financing
103398,service,85847,2025-12-22,3394.74,financing
103399,service,85847,2025-12-22,3394.74,check
103400,service,85849,2026-06-20,2470.17,check
103401,service,85850,2024-08-09,3308.96,financing
103402,service,85850,2024-08-09,3308.96,check
103403,service,85852,2025-11-14,348.49,cash
103404,service,85852,2025-11-14,348.49,cash
103405,service,85853,2026-01-29,1027.24,cash
103406,service,85853,2026-01-29,1027.24,financing
103407,service,85855,2025-06-28,2097.72,financing
103408,service,85857,2025-05-31,250.65,card
103409,service,85858,2024-10-03,6564.92,card
103410,service,85860,2025-08-04,4406.98,cash
103411,service,85862,2026-02-09,3581.57,card
103412,service,85862,2026-02-09,3581.57,check
103413,service,85865,2025-11-07,2582.86,financing
103414,service,85865,2025-11-07,2582.86,cash
103415,service,85866,2025-02-15,5114.42,cash
103416,service,85869,2025-10-08,676.62,card
103417,service,85869,2025-10-08,676.62,financing
103418,service,85871,2025-09-16,92.47,check
103419,service,85871,2025-09-16,92.47,cash
103420,service,85872,2024-07-21,7946.16,card
103421,service,85876,2025-12-13,5323.3,card
103422,service,85879,2025-02-09,2795.86,financing
103423,service,85880,2025-11-18,724.03,check
103424,service,85880,2025-11-18,724.03,card
103425,service,85881,2025-06-14,32.73,card
103426,service,85881,2025-06-14,32.73,check
103427,service,85882,2024-10-25,232.85,check
103428,service,85882,2024-10-25,232.85,card
103429,service,85885,2025-01-16,4555.82,cash
103430,service,85886,2024-08-08,519.02,check
103431,service,85889,2025-10-20,2888.73,financing
103432,service,85892,2025-08-30,2316.26,cash
103433,service,85892,2025-08-30,2316.26,financing
103434,service,85893,2025-01-12,2431.14,cash
103435,service,85893,2025-01-12,2431.14,financing
103436,service,85894,2025-07-25,3066.2,check
103437,service,85896,2025-11-18,3430.4,check
103438,service,85900,2026-01-05,2256.67,check
103439,service,85902,2025-03-16,5056.55,card
103440,service,85904,2026-03-14,573.69,financing
103441,service,85905,2025-06-23,3923.59,card
103442,service,85906,2026-01-07,6373.44,financing
103443,service,85909,2025-09-22,2109.93,check
103444,service,85910,2025-02-26,5400.81,financing
103445,service,85913,2024-10-14,6617.26,check
103446,service,85914,2026-05-18,995.16,check
103447,service,85914,2026-05-18,995.16,check
103448,service,85915,2025-01-21,3788.57,financing
103449,service,85920,2026-03-18,5745.62,check
103450,service,85921,2025-05-08,5579.77,check
103451,service,85922,2025-09-05,866.8,cash
103452,service,85923,2025-07-10,1147.26,check
103453,service,85928,2025-04-27,-493.93,cash
103454,service,85931,2025-12-25,1765.0,cash
103455,service,85932,2025-07-01,185.55,card
103456,service,85934,2026-02-10,5699.5,check
103457,service,85936,2026-02-17,4463.49,financing
103458,service,85939,2025-11-10,3608.23,cash
103459,service,85940,2025-12-12,5445.28,cash
103460,service,85941,2026-01-11,352.53,card
103461,service,85943,2025-03-17,3252.8,card
103462,service,85944,2026-04-29,2539.0,financing
103463,service,85944,2026-04-29,2539.0,cash
103464,service,85945,2024-11-24,2712.07,cash
103465,service,85945,2024-11-24,2712.07,check
103466,service,85947,2026-01-22,4715.85,check
103467,service,85948,2026-03-26,1181.14,financing
103468,service,85952,2025-12-04,2076.75,financing
103469,service,85957,2024-11-08,1655.34,financing
103470,service,85957,2024-11-08,1655.34,financing
103471,service,85958,2025-06-14,3810.68,cash
103472,service,85959,2026-04-17,4641.37,check
103473,service,85960,2024-11-13,896.32,check
103474,service,85961,2024-12-19,8807.23,financing
103475,service,85962,2026-03-04,405.98,financing
103476,service,85962,2026-03-04,405.98,check
103477,service,85963,2026-05-12,3253.53,financing
103478,service,85963,2026-05-12,3253.53,cash
103479,service,85965,2024-10-26,10037.07,check
103480,service,85970,2026-05-25,5447.9,cash
103481,service,85971,2026-06-09,4139.17,check
103482,service,85973,2025-03-04,3835.36,check
103483,service,85974,2024-10-16,1936.07,card
103484,service,85974,2024-10-16,1936.07,card
103485,service,85976,2025-02-10,569.49,card
103486,service,85978,2024-07-14,1868.71,cash
103487,service,85979,2025-08-08,1264.78,card
103488,service,85979,2025-08-08,1264.78,card
103489,service,85984,2024-12-15,450.21,cash
103490,service,85989,2025-05-11,171.01,financing
103491,service,85992,2025-04-06,1933.78,card
103492,service,85992,2025-04-06,1933.78,cash
103493,service,85994,2026-02-16,4262.65,cash
103494,service,85995,2025-06-20,3100.51,card
103495,service,85995,2025-06-20,3100.51,cash
103496,service,85998,2025-03-27,2873.21,financing
103497,service,85999,2025-12-12,3185.25,cash
