line_item_id,service_order_id,part_id,line_type,description,quantity,unit_price,line_total
97958,82679,70425,Part,Headlight Assembly,4,681.51,2726.04
97959,82679,70348,part,Tire,2,1053.61,2107.22
97960,82679,70402,part,Alternator,3,356.1,1068.3
97961,82680,,Labor,Diagnostic,1,172.33,172.33
97962,82680,,labor,Diagnostic,2,101.2,202.4
97963,82681,70350,Part,Alternator,4,274.25,1097.0
97964,82681,70233,PART,Oil Filter,3,1004.39,3013.17
97965,82681,555555555,part,Unknown Part,3,273.67,821.01
97966,82682,,LABOR,Labor - Inspection,2,157.4,314.8
97967,82682,,LABOR,Labor - Inspection,1,195.49,195.49
97968,82682,,Labor,Labor - Brake Job,1,89.88,89.88
97969,82682,70400,Part,Radiator,1,1227.2,1227.2
97970,82683,70489,PART,Spark Plug,2,754.41,1508.82
97971,82683,70354,Part,Brake Pad Set,4,204.84,819.36
97972,82683,70409,Part,Oil Filter,3,564.87,1694.61
97973,82683,70233,PART,Oil Filter,2,1004.39,2008.78
97974,82684,70315,part,Battery,3,1470.36,4411.08
97975,82684,70490,PART,Battery,2,61.01,122.02
97976,82685,,Labor,Labor - Oil Change,2,95.11,190.22
97977,82685,,LABOR,Diagnostic,4,265.44,1061.76
97978,82686,70227,Part,Battery,3,1181.32,3543.96
97979,82687,70298,Part,Alternator,4,403.88,1615.52
97980,82687,70248,PART,Brake Pad Set,4,614.61,2458.44
97981,82688,70480,Part,Battery,2,1308.04,2616.08
97982,82688,70163,part,Radiator,2,520.43,1040.86
97983,82689,,Labor,Labor - Oil Change,3,197.29,591.87
97984,82689,,labor,Labor - Oil Change,3,52.46,157.38
97985,82690,70196,part,Oil Filter,3,198.57,595.71
97986,82690,,LABOR,Labor - Oil Change,1,55.24,55.24
97987,82691,,labor,Labor - Inspection,1,63.93,63.93
97988,82691,70245,part,Brake Pad Set,4,981.42,3925.68
97989,82692,,LABOR,Labor - Brake Job,3,165.63,496.89
97990,82693,70458,part,Brake Pad Set,4,594.22,2376.88
97991,82693,70050,PART,Tire,1,237.76,237.76
97992,82694,,LABOR,Labor - Oil Change,2,260.2,520.4
97993,82694,70284,PART,Oil Filter,4,754.04,3016.16
97994,82694,70184,part,Oil Filter,2,878.71,1757.42
97995,82695,70030,part,Radiator,3,1061.78,3185.34
97996,82695,70099,part,Headlight Assembly,4,139.49,557.96
97997,82695,,Labor,Labor - Brake Job,4,193.19,772.76
97998,82696,70279,Part,Spark Plug,1,768.23,768.23
97999,82696,70341,PART,Headlight Assembly,2,570.1,1140.2
98000,82696,,LABOR,Diagnostic,1,141.43,141.43
98001,82697,70355,part,Tire,3,472.4,1417.2
98002,82697,70114,part,Tire,1,482.73,482.73
98003,82697,70385,part,Brake Pad Set,3,775.15,2325.45
98004,82697,,Labor,Labor - Oil Change,2,169.17,338.34
98005,82697,,labor,Labor - Inspection,2,151.43,302.86
98006,82698,,LABOR,Diagnostic,4,106.17,424.68
98007,82698,70029,Part,Headlight Assembly,2,143.26,286.52
98008,82698,,LABOR,Diagnostic,4,104.62,418.48
98009,82698,70174,PART,Spark Plug,1,327.47,327.47
98010,82699,,Labor,Labor - Inspection,3,235.98,707.94
98011,82699,,labor,Labor - Oil Change,4,272.21,1088.84
98012,82699,70093,PART,Alternator,1,437.16,437.16
98013,82699,,Labor,Labor - Oil Change,3,98.97,296.91
98014,82700,70479,Part,Alternator,3,504.57,1513.71
98015,82700,,labor,Labor - Brake Job,4,183.53,734.12
98016,82700,,Labor,Labor - Brake Job,3,82.28,246.84
98017,82700,,Labor,Labor - Brake Job,3,121.92,365.76
98018,82700,,LABOR,Diagnostic,1,223.71,223.71
98019,82701,70371,part,Headlight Assembly,1,304.75,304.75
98020,82701,,Labor,Labor - Brake Job,1,147.67,147.67
98021,82702,,labor,Diagnostic,2,150.44,300.88
98022,82702,70103,PART,Headlight Assembly,2,887.19,1774.38
98023,82702,70101,part,Oil Filter,4,1197.05,4788.2
98024,82702,70358,Part,Tire,3,809.62,2428.86
98025,82702,70271,part,Alternator,4,146.0,584.0
98026,82703,70249,PART,Radiator,2,987.34,1974.68
98027,82703,70427,PART,Radiator,1,633.36,633.36
98028,82703,70193,Part,Tire,2,1459.33,2918.66
98029,82704,,Labor,Diagnostic,1,82.95,82.95
98030,82704,,LABOR,Labor - Inspection,3,112.16,336.48
98031,82704,,LABOR,Labor - Brake Job,4,164.31,657.24
98032,82705,,labor,Diagnostic,1,282.79,282.79
98033,82705,70318,Part,Brake Pad Set,3,966.77,2900.31
98034,82705,70029,Part,Headlight Assembly,3,143.26,429.78
98035,82705,70346,part,Spark Plug,3,1011.96,3035.88
98036,82706,70092,part,Tire,4,-832.24,-3328.96
98037,82706,,labor,Labor - Inspection,4,187.93,751.72
98038,82706,70421,part,Radiator,4,1375.51,5502.04
98039,82707,,Labor,Labor - Oil Change,1,66.81,66.81
98040,82708,,LABOR,Labor - Inspection,2,147.18,294.36
98041,82708,,Labor,Diagnostic,2,83.17,166.34
98042,82708,,labor,Labor - Oil Change,3,82.94,248.82
98043,82708,,Labor,Labor - Inspection,2,235.24,470.48
98044,82708,,Labor,Labor - Inspection,2,123.03,246.06
98045,82709,,labor,Labor - Brake Job,4,261.49,1045.96
98046,82709,70320,PART,Radiator,3,580.92,1742.76
98047,82710,,Labor,Labor - Oil Change,3,130.01,390.03
98048,82710,70321,PART,Radiator,2,816.01,1639.86
98049,82711,,labor,Diagnostic,1,236.8,236.8
98050,82711,70251,part,Battery,3,1424.26,4272.78
98051,82711,70399,part,Alternator,1,598.87,598.87
98052,82711,70305,part,Brake Pad Set,2,461.25,922.5
98053,82712,70111,Part,Tire,4,1288.97,5155.88
98054,82712,70397,part,Tire,2,292.38,584.76
98055,82712,70001,part,Alternator,3,717.64,2152.92
98056,82712,70017,Part,Headlight Assembly,1,879.43,879.43
98057,82712,,Labor,Diagnostic,1,125.2,125.2
98058,82713,70418,PART,Oil Filter,2,722.98,1445.96
98059,82713,70460,PART,Tire,2,542.83,1085.66
98060,82713,70108,PART,Headlight Assembly,4,79.66,318.64
98061,82714,,labor,Labor - Oil Change,1,252.7,252.7
98062,82715,,LABOR,Labor - Inspection,1,173.07,173.07
98063,82715,70075,PART,Battery,2,1054.18,2108.36
98064,82716,70204,PART,Headlight Assembly,4,753.59,3014.36
98065,82716,,labor,Diagnostic,2,114.83,229.66
98066,82716,70440,PART,Tire,2,450.21,900.42
98067,82717,70041,PART,Spark Plug,1,1001.89,1001.89
98068,82718,70087,PART,Alternator,3,549.87,1649.61
98069,82718,,Labor,Labor - Oil Change,2,50.42,100.84
98070,82718,,labor,Diagnostic,3,133.95,401.85
98071,82718,70012,Part,Radiator,1,188.92,188.92
98072,82718,,Labor,Diagnostic,1,292.14,292.14
98073,82719,,Labor,Labor - Oil Change,2,232.5,465.0
98074,82720,70042,PART,Battery,3,909.87,2729.61
98075,82720,,labor,Labor - Inspection,4,106.0,424.0
98076,82720,,labor,Diagnostic,2,180.24,360.48
98077,82720,,Labor,Diagnostic,2,67.29,134.58
98078,82720,70219,Part,Radiator,3,120.49,361.47
98079,82721,70296,PART,Headlight Assembly,1,475.4,475.4
98080,82721,70064,part,Tire,4,651.29,2605.16
98081,82721,70197,part,Alternator,4,958.84,3835.36
98082,82721,70099,PART,Headlight Assembly,2,139.49,278.98
98083,82722,70215,Part,Tire,3,189.83,569.49
98084,82722,,labor,Diagnostic,1,118.8,118.8
98085,82722,,LABOR,Labor - Inspection,1,299.15,299.15
98086,82722,,labor,Diagnostic,3,245.2,735.6
98087,82722,,LABOR,Labor - Brake Job,1,142.73,142.73
98088,82723,70421,part,Radiator,1,1375.51,1375.51
98089,82723,70411,Part,Alternator,1,1151.57,1151.57
98090,82723,,labor,Diagnostic,3,159.32,477.96
98091,82723,70447,PART,Brake Pad Set,2,971.34,1942.68
98092,82723,70149,PART,Battery,1,914.81,914.81
98093,82724,,Labor,Labor - Inspection,1,297.16,297.16
98094,82724,,Labor,Diagnostic,4,92.1,368.4
98095,82724,,LABOR,Labor - Oil Change,1,113.24,113.24
98096,82724,,labor,Diagnostic,4,210.56,842.24
98097,82725,,labor,Labor - Brake Job,4,125.73,502.92
98098,82725,70262,part,Tire,1,17.2,17.2
98099,82725,70295,Part,Brake Pad Set,2,1127.78,2255.56
98100,82725,,Labor,Labor - Brake Job,2,225.7,451.4
98101,82726,70077,Part,Spark Plug,4,994.06,3976.24
98102,82726,70113,Part,Spark Plug,1,496.78,483.77
98103,82727,,Labor,Labor - Inspection,3,288.62,865.86
98104,82727,70198,Part,Headlight Assembly,3,1079.64,3238.92
98105,82727,70169,part,Headlight Assembly,4,923.84,3695.36
98106,82727,70350,part,Alternator,4,274.25,1097.0
98107,82728,70413,part,Radiator,1,1203.51,1203.51
98108,82729,70213,Part,Spark Plug,1,1059.48,1059.48
98109,82729,70256,part,Brake Pad Set,3,1022.3,3066.9
98110,82729,70231,Part,Battery,3,314.35,943.05
98111,82730,,Labor,Labor - Inspection,4,155.42,621.68
98112,82731,,LABOR,Labor - Brake Job,2,212.78,425.56
98113,82731,,Labor,Labor - Inspection,3,50.47,151.41
98114,82731,,labor,Labor - Inspection,3,199.69,599.07
98115,82731,,labor,Diagnostic,4,53.54,214.16
98116,82732,,LABOR,Labor - Brake Job,3,203.95,611.85
98117,82732,70196,part,Oil Filter,3,198.57,595.71
98118,82732,,Labor,Labor - Brake Job,4,238.26,953.04
98119,82732,70185,Part,Brake Pad Set,1,461.82,461.82
98120,82733,70116,PART,Oil Filter,3,593.77,1781.31
98121,82733,,LABOR,Labor - Inspection,2,113.09,226.18
98122,82734,,labor,Diagnostic,2,83.44,166.88
98123,82734,,LABOR,Labor - Brake Job,3,66.26,198.78
98124,82735,70145,part,Battery,1,114.59,114.59
98125,82735,70070,PART,Battery,4,30.54,122.16
98126,82735,,Labor,Labor - Brake Job,2,144.8,289.6
98127,82736,,Labor,Labor - Inspection,4,287.5,1150.0
98128,82737,70225,PART,Oil Filter,1,604.53,604.53
98129,82737,70354,Part,Brake Pad Set,3,204.84,614.52
98130,82738,70318,part,Brake Pad Set,3,966.77,2900.31
98131,82738,,labor,Labor - Inspection,3,168.1,504.3
98132,82738,70379,part,Battery,3,727.91,2183.73
98133,82738,70168,part,Alternator,2,1118.39,2235.64
98134,82738,,labor,Diagnostic,-4,180.04,-720.16
98135,82739,,labor,Diagnostic,2,148.67,297.34
98136,82739,,Labor,Labor - Oil Change,2,52.13,104.26
98137,82739,70330,Part,Radiator,2,974.03,1948.06
98138,82739,70492,part,Oil Filter,1,182.72,182.72
98139,82739,,Labor,Labor - Brake Job,2,70.83,141.66
98140,82740,70049,part,Spark Plug,1,1304.23,1304.23
98141,82740,70024,part,Alternator,4,103.54,414.16
98142,82740,70384,PART,Battery,1,589.54,589.54
98143,82741,70011,Part,Battery,2,662.72,1325.44
98144,82741,,Labor,Diagnostic,-1,252.66,-252.66
98145,82742,70338,Part,Headlight Assembly,2,1060.93,2121.86
98146,82742,70429,PART,Alternator,3,1310.8,3932.4
98147,82742,70205,part,Brake Pad Set,1,850.43,850.43
98148,82742,,Labor,Labor - Brake Job,2,222.48,444.96
98149,82742,70344,PART,Brake Pad Set,4,10.5,42.0
98150,82743,70226,Part,Battery,2,-552.12,-1104.24
98151,82743,,LABOR,Labor - Brake Job,4,294.46,1177.84
98152,82744,70277,PART,Alternator,1,158.41,158.41
98153,82744,70160,PART,Oil Filter,2,1157.18,2314.36
98154,82745,70296,part,Headlight Assembly,3,475.4,1426.2
98155,82745,70369,part,Spark Plug,2,197.88,395.76
98156,82745,70006,Part,Brake Pad Set,3,825.9,2477.7
98157,82745,70381,part,Brake Pad Set,3,507.24,1521.72
98158,82746,,Labor,Labor - Brake Job,4,171.72,686.88
98159,82746,70030,Part,Radiator,2,1061.78,2123.56
98160,82746,70401,PART,Oil Filter,3,816.3,2448.9
98161,82746,70344,Part,Brake Pad Set,1,10.5,10.5
98162,82747,,LABOR,Labor - Brake Job,1,267.36,267.36
98163,82747,70431,PART,Brake Pad Set,4,881.18,3524.72
98164,82747,,LABOR,Diagnostic,1,252.54,252.54
98165,82748,,Labor,Labor - Inspection,3,231.76,695.28
98166,82748,70046,PART,Battery,1,1252.46,1252.46
98167,82748,70107,part,Brake Pad Set,2,776.37,1534.5
98168,82748,,Labor,Diagnostic,4,59.81,239.24
98169,82749,70403,Part,Alternator,2,756.42,1512.84
98170,82749,70271,part,Alternator,2,146.0,292.0
98171,82749,70472,PART,Headlight Assembly,1,946.29,946.29
98172,82750,70153,part,Brake Pad Set,3,60.88,182.64
98173,82750,70211,PART,Battery,3,831.55,2494.65
98174,82750,70436,part,Tire,2,1189.32,2378.64
98175,82751,70116,PART,Oil Filter,3,593.77,1781.31
98176,82751,,labor,Labor - Inspection,1,201.17,201.17
98177,82752,70118,PART,Headlight Assembly,1,697.48,697.48
98178,82753,,labor,Diagnostic,3,185.97,557.91
98179,82753,,LABOR,Labor - Brake Job,3,60.93,182.79
98180,82753,70456,PART,Battery,3,471.79,1415.37
98181,82754,70456,PART,Battery,1,471.79,471.79
98182,82754,,labor,Labor - Oil Change,2,223.85,447.7
98183,82754,70352,PART,Alternator,1,897.39,897.39
98184,82754,70365,Part,Radiator,4,267.81,1071.24
98185,82755,70343,PART,Oil Filter,2,1373.22,2746.44
98186,82755,70474,PART,Oil Filter,2,313.92,627.84
98187,82755,,Labor,Labor - Inspection,1,115.95,115.95
98188,82755,70213,PART,Spark Plug,2,1059.48,2118.96
98189,82756,,Labor,Labor - Brake Job,4,76.09,304.36
98190,82756,70450,Part,Brake Pad Set,2,677.4,1354.8
98191,82756,70475,PART,Alternator,1,306.98,306.98
98192,82756,70257,Part,Radiator,2,837.71,1675.42
98193,82756,,Labor,Labor - Oil Change,4,171.85,687.4
98194,82757,70159,Part,Oil Filter,3,474.41,1423.23
98195,82758,70037,PART,Alternator,3,1038.76,3116.28
98196,82759,70025,part,Brake Pad Set,4,1081.29,4325.16
98197,82760,,Labor,Diagnostic,4,123.76,495.04
98198,82761,,labor,Labor - Oil Change,1,184.6,184.6
98199,82761,70044,part,Battery,1,665.02,665.02
98200,82761,555555555,Part,Unknown Part,1,196.93,196.93
98201,82761,70067,Part,Oil Filter,3,623.54,1870.62
98202,82762,70081,part,Spark Plug,1,1206.79,1206.79
98203,82763,,labor,Labor - Oil Change,1,245.2,245.2
98204,82763,,labor,Labor - Inspection,4,214.34,857.36
98205,82763,,labor,Labor - Inspection,2,163.73,327.46
98206,82764,70447,part,Brake Pad Set,2,971.34,1942.68
98207,82764,70208,Part,Spark Plug,1,930.26,930.26
98208,82764,70136,PART,Battery,2,60.61,121.22
98209,82764,,Labor,Labor - Brake Job,3,232.84,698.52
98210,82764,70006,Part,Brake Pad Set,2,825.9,1651.8
98211,82765,70165,PART,Spark Plug,2,751.58,1503.16
98212,82765,70348,PART,Tire,1,1053.61,1053.61
98213,82765,70203,PART,Tire,3,1167.39,3502.17
98214,82765,70480,part,Battery,2,1308.04,2616.08
98215,82766,70085,Part,Alternator,1,318.32,318.32
98216,82766,70109,PART,Tire,4,175.88,703.52
98217,82767,70295,PART,Brake Pad Set,3,1127.78,3383.34
98218,82767,70436,Part,Tire,1,1189.32,1189.32
98219,82767,,LABOR,Labor - Inspection,3,128.77,386.31
98220,82767,,labor,Labor - Inspection,3,-193.82,-581.46
98221,82767,,LABOR,Labor - Brake Job,1,67.97,67.97
98222,82768,70050,PART,Tire,3,237.76,713.28
98223,82768,70317,part,Oil Filter,3,1196.1,3588.3
98224,82768,70414,part,Oil Filter,2,406.9,813.8
98225,82768,70142,Part,Spark Plug,1,777.94,777.94
98226,82769,70267,PART,Radiator,3,1374.15,4122.45
98227,82769,,Labor,Labor - Oil Change,3,121.19,357.86
98228,82769,70299,part,Oil Filter,1,397.28,397.28
98229,82769,70356,part,Spark Plug,3,644.35,1933.05
98230,82770,70312,part,Headlight Assembly,1,343.63,343.63
98231,82770,,labor,Labor - Oil Change,3,74.12,222.36
98232,82770,,labor,Labor - Inspection,2,247.53,495.06
98233,82771,70340,part,Headlight Assembly,1,488.64,488.64
98234,82771,70271,Part,Alternator,2,146.0,292.0
98235,82771,70401,part,Oil Filter,4,816.3,3265.2
98236,82771,70376,PART,Oil Filter,3,726.13,2178.39
98237,82771,,LABOR,Labor - Brake Job,2,114.32,228.64
98238,82772,70314,Part,Headlight Assembly,3,1020.12,3060.36
98239,82772,70290,part,Brake Pad Set,3,314.54,943.62
98240,82772,,labor,Labor - Brake Job,2,144.58,289.16
98241,82772,70382,part,Headlight Assembly,1,1306.8,1306.8
98242,82773,70221,part,Alternator,1,721.8,721.8
98243,82773,70405,PART,Battery,3,307.9,923.7
98244,82774,,labor,Labor - Oil Change,2,170.23,340.46
98245,82775,70212,Part,Tire,1,480.16,480.16
98246,82776,70341,part,Headlight Assembly,1,570.1,570.1
98247,82776,,LABOR,Diagnostic,1,161.85,161.85
98248,82776,70343,PART,Oil Filter,3,1373.22,4119.66
98249,82776,,labor,Labor - Oil Change,4,275.45,1101.8
98250,82777,,Labor,Labor - Inspection,1,140.95,140.95
98251,82777,,LABOR,Labor - Oil Change,3,133.12,399.36
98252,82777,,Labor,Labor - Brake Job,3,84.25,252.75
98253,82778,70208,Part,Spark Plug,1,930.26,930.26
98254,82778,,labor,Labor - Inspection,1,50.54,50.54
98255,82778,70443,Part,Oil Filter,1,524.87,524.87
98256,82778,,Labor,Labor - Brake Job,4,101.79,407.16
98257,82779,70251,part,Battery,2,1424.26,2848.52
98258,82779,70180,Part,Battery,1,798.26,798.26
98259,82779,,labor,Labor - Oil Change,2,261.98,523.96
98260,82780,,Labor,Labor - Inspection,4,99.01,396.04
98261,82780,70383,PART,Battery,2,477.49,954.98
98262,82780,,LABOR,Labor - Brake Job,3,72.88,218.64
98263,82781,70447,Part,Brake Pad Set,4,971.34,3885.36
98264,82781,70425,Part,Headlight Assembly,2,681.51,1363.02
98265,82782,,LABOR,Labor - Brake Job,2,163.14,326.28
98266,82782,70160,part,Oil Filter,3,1157.18,3471.54
98267,82783,70346,PART,Spark Plug,1,1011.96,1011.96
98268,82783,70467,Part,Battery,1,449.68,449.68
98269,82783,,Labor,Labor - Inspection,2,53.75,107.5
98270,82783,70207,part,Battery,3,170.05,510.15
98271,82784,,labor,Labor - Oil Change,2,61.04,122.08
98272,82784,70033,Part,Battery,1,58.87,58.87
98273,82785,70101,PART,Oil Filter,3,1197.05,3591.15
98274,82785,70432,Part,Tire,1,354.73,354.73
98275,82785,70438,part,Spark Plug,4,960.49,3841.96
98276,82785,70138,part,Radiator,4,515.57,2062.28
98277,82786,70472,Part,Headlight Assembly,1,946.29,946.29
98278,82786,,Labor,Labor - Brake Job,2,269.14,538.28
98279,82786,70239,Part,Radiator,1,321.36,321.36
98280,82786,70378,part,Oil Filter,3,39.78,127.17
98281,82787,70324,Part,Radiator,4,602.0,2408.0
98282,82787,70461,PART,Alternator,3,820.27,2460.81
98283,82787,70401,Part,Oil Filter,1,816.3,816.3
98284,82787,,labor,Labor - Oil Change,2,69.92,139.84
98285,82788,70285,PART,Oil Filter,2,909.62,1830.76
98286,82788,70190,part,Headlight Assembly,3,1345.15,4035.45
98287,82789,70057,Part,Tire,2,1310.6,2621.2
98288,82789,70403,PART,Alternator,3,756.42,2269.26
98289,82789,,labor,Labor - Brake Job,3,246.05,738.15
98290,82789,,Labor,Labor - Oil Change,3,247.02,741.06
98291,82790,70492,Part,Oil Filter,1,182.72,182.72
98292,82791,70266,Part,Spark Plug,1,722.43,722.43
98293,82791,,Labor,Labor - Oil Change,1,199.88,194.43
98294,82791,70156,Part,Battery,1,398.32,398.32
98295,82791,70100,PART,Brake Pad Set,2,1036.71,2073.42
98296,82791,70348,part,Tire,4,1053.61,4214.44
98297,82792,,Labor,Diagnostic,2,155.31,310.62
98298,82792,70294,part,Headlight Assembly,4,591.43,2365.72
98299,82792,555555555,PART,Unknown Part,4,242.78,971.12
98300,82792,,Labor,Labor - Oil Change,4,104.5,418.0
98301,82792,70150,part,Alternator,3,822.11,2466.33
98302,82793,,labor,Diagnostic,4,67.44,269.76
98303,82793,70183,part,Oil Filter,1,117.5,117.5
98304,82793,,Labor,Labor - Brake Job,3,130.78,392.34
98305,82794,,LABOR,Labor - Inspection,4,239.75,959.0
98306,82794,70327,Part,Spark Plug,4,353.49,1413.96
98307,82794,70223,Part,Headlight Assembly,4,924.62,3698.48
98308,82794,70032,PART,Alternator,3,318.07,954.21
98309,82794,70040,Part,Headlight Assembly,4,692.03,2768.12
98310,82795,,Labor,Diagnostic,4,181.19,724.76
98311,82795,70149,PART,Battery,3,914.81,2744.43
98312,82795,,labor,Labor - Inspection,3,174.45,523.35
98313,82795,70095,part,Oil Filter,1,518.73,518.73
98314,82795,,LABOR,Labor - Inspection,1,184.95,184.95
98315,82796,70362,part,Brake Pad Set,-1,702.75,-702.75
98316,82796,70035,PART,Headlight Assembly,4,1372.25,5489.0
98317,82796,70422,PART,Headlight Assembly,4,401.0,1604.0
98318,82796,70105,PART,Battery,4,7.75,31.0
98319,82796,70407,part,Headlight Assembly,4,20.72,82.88
98320,82797,,LABOR,Diagnostic,2,99.68,199.36
98321,82797,,Labor,Labor - Oil Change,2,226.52,453.04
98322,82797,,labor,Labor - Oil Change,3,156.18,468.54
98323,82798,70376,part,Oil Filter,1,726.13,726.13
98324,82798,,labor,Labor - Brake Job,4,281.14,1124.56
98325,82798,70161,Part,Battery,2,112.56,225.12
98326,82798,70496,PART,Tire,1,345.86,345.86
98327,82799,70188,part,Oil Filter,3,1136.4,3409.2
98328,82799,,Labor,Labor - Brake Job,3,57.08,171.24
98329,82799,70322,PART,Headlight Assembly,3,827.07,2481.21
98330,82799,70080,PART,Alternator,2,877.67,1755.34
98331,82800,,labor,Labor - Inspection,4,208.18,832.72
98332,82800,,Labor,Labor - Inspection,1,174.26,174.26
98333,82800,,Labor,Diagnostic,1,269.3,269.3
98334,82800,555555555,part,Unknown Part,2,317.66,635.32
98335,82801,70039,Part,Alternator,4,1014.97,4059.88
98336,82801,70272,PART,Alternator,2,576.89,1153.78
98337,82801,,LABOR,Labor - Inspection,4,153.82,615.28
98338,82801,70419,PART,Spark Plug,1,251.01,251.01
98339,82801,70072,Part,Alternator,4,1111.47,4445.88
98340,82802,70469,Part,Headlight Assembly,4,774.31,3097.24
98341,82802,70329,PART,Spark Plug,4,748.73,2994.92
98342,82802,,LABOR,Labor - Brake Job,4,160.54,642.16
98343,82802,70207,Part,Battery,3,170.05,510.15
98344,82803,,labor,Labor - Oil Change,2,140.76,281.52
98345,82803,,Labor,Diagnostic,4,159.33,637.32
98346,82803,70366,Part,Headlight Assembly,1,464.26,464.26
98347,82803,,Labor,Labor - Inspection,4,251.6,1006.4
98348,82804,,LABOR,Labor - Brake Job,3,297.49,892.47
98349,82804,70255,PART,Battery,4,253.86,1015.44
98350,82804,70409,Part,Oil Filter,3,564.87,1694.61
98351,82805,70146,Part,Oil Filter,2,725.13,1450.26
98352,82805,,LABOR,Diagnostic,3,64.18,192.54
98353,82806,70180,part,Battery,3,798.26,2394.78
98354,82807,,LABOR,Labor - Oil Change,2,278.22,572.07
98355,82807,,LABOR,Labor - Brake Job,1,71.48,71.48
98356,82808,70312,PART,Headlight Assembly,3,343.63,1030.89
98357,82809,70398,part,Brake Pad Set,1,488.06,488.06
98358,82809,,labor,Labor - Oil Change,4,192.23,768.92
98359,82809,70004,part,Radiator,3,350.88,1052.64
98360,82809,,labor,Diagnostic,1,108.62,108.62
98361,82810,70228,Part,Alternator,3,596.73,1790.19
98362,82810,,LABOR,Labor - Brake Job,3,193.01,579.03
98363,82810,70131,Part,Headlight Assembly,1,642.41,642.41
98364,82811,70153,PART,Brake Pad Set,4,60.88,243.52
98365,82811,70494,part,Tire,1,803.21,803.21
98366,82811,70486,part,Tire,3,1082.7,3248.1
98367,82811,70446,PART,Spark Plug,4,159.17,636.68
98368,82811,70002,Part,Brake Pad Set,3,1131.45,3394.35
98369,82812,70233,Part,Oil Filter,3,1004.39,3013.17
98370,82813,70054,part,Spark Plug,2,676.11,1352.22
98371,82813,,Labor,Labor - Inspection,4,143.17,572.68
98372,82813,,Labor,Labor - Brake Job,2,186.24,372.48
98373,82813,70213,PART,Spark Plug,1,1059.48,1059.48
98374,82814,70380,Part,Brake Pad Set,4,449.49,1797.96
98375,82814,70324,Part,Radiator,4,602.0,2408.0
98376,82814,555555555,part,Unknown Part,3,393.62,1180.86
98377,82814,70335,part,Brake Pad Set,4,901.19,3604.76
98378,82814,70221,Part,Alternator,1,721.8,721.8
98379,82815,70156,PART,Battery,3,398.32,1194.96
98380,82815,,labor,Labor - Oil Change,3,65.06,195.18
98381,82815,70283,Part,Headlight Assembly,4,231.58,926.32
98382,82816,70111,part,Tire,3,1288.97,3866.91
98383,82816,,LABOR,Labor - Inspection,2,287.67,575.34
98384,82816,70045,Part,Battery,1,-343.16,-343.16
98385,82816,70371,PART,Headlight Assembly,4,304.75,1219.0
98386,82817,70204,part,Headlight Assembly,3,753.59,2260.77
98387,82818,,LABOR,Labor - Oil Change,3,226.79,680.37
98388,82818,,Labor,Diagnostic,2,250.18,500.36
98389,82818,70267,PART,Radiator,3,1374.15,4122.45
98390,82818,,labor,Labor - Inspection,3,54.47,163.41
98391,82819,,Labor,Diagnostic,3,101.6,304.8
98392,82819,,labor,Labor - Brake Job,1,210.94,210.94
98393,82820,,labor,Diagnostic,3,57.16,171.48
98394,82821,,LABOR,Labor - Oil Change,1,181.94,181.94
98395,82821,70080,part,Alternator,1,877.67,877.67
98396,82821,70303,Part,Battery,2,574.76,1148.3
98397,82821,,labor,Diagnostic,2,227.18,454.36
98398,82822,,LABOR,Labor - Oil Change,2,289.99,579.98
98399,82822,70472,PART,Headlight Assembly,1,946.29,946.29
98400,82822,,Labor,Labor - Brake Job,1,92.53,92.53
98401,82823,70340,part,Headlight Assembly,3,488.64,1465.92
98402,82823,70255,part,Battery,4,253.86,1015.44
98403,82823,70261,PART,Tire,1,537.08,537.08
98404,82823,70099,Part,Headlight Assembly,4,139.49,557.96
98405,82824,70287,PART,Brake Pad Set,1,51.53,51.53
98406,82824,70475,PART,Alternator,2,306.98,613.96
98407,82825,,LABOR,Labor - Brake Job,2,230.37,460.74
98408,82825,70057,Part,Tire,3,1310.6,3931.8
98409,82825,70024,PART,Alternator,1,103.54,103.54
98410,82826,,labor,Labor - Brake Job,4,220.89,883.56
98411,82827,,labor,Labor - Oil Change,4,119.26,477.04
98412,82827,70303,part,Battery,3,574.76,1724.28
98413,82827,70448,part,Headlight Assembly,4,-828.65,-3314.6
98414,82827,70197,PART,Alternator,1,958.84,958.84
98415,82827,,Labor,Diagnostic,3,70.83,212.49
98416,82828,70181,PART,Tire,3,282.11,846.33
98417,82828,70312,PART,Headlight Assembly,2,343.63,687.26
98418,82828,70211,PART,Battery,1,831.55,831.55
98419,82828,,Labor,Labor - Brake Job,1,260.78,260.78
98420,82828,70278,part,Alternator,3,437.3,1311.9
98421,82829,70077,Part,Spark Plug,3,994.06,2982.18
98422,82829,555555555,part,Unknown Part,1,315.91,315.91
98423,82829,,LABOR,Diagnostic,3,92.84,278.52
98424,82829,,labor,Labor - Oil Change,3,89.16,267.48
98425,82830,,LABOR,Diagnostic,2,186.89,373.78
98426,82830,70086,PART,Tire,1,747.4,747.4
98427,82831,,Labor,Labor - Brake Job,2,122.98,245.96
98428,82831,70271,PART,Alternator,1,146.0,146.0
98429,82831,70411,part,Alternator,1,1151.57,1151.57
98430,82831,70456,Part,Battery,3,471.79,1415.37
98431,82832,70418,part,Oil Filter,2,-722.98,-1445.96
98432,82832,70434,part,Radiator,1,1030.45,1030.45
98433,82832,70351,part,Alternator,3,802.59,2407.77
