service_order_id,vehicle_id,customer_id,technician_id,dealership_id,started_at,completed_at,odometer_reading,status,total_amount
82983,,10479,3019,1004,2025-03-13 05:01:04,2025-03-15 10:00:34.585697,38191,in_progress,1985.99
82984,53011,13502,3008,1003,2026-01-04 19:23:25,2026-01-06 14:20:45.331975,32269,completed,5080.93
82985,52585,12821,3011,1005,2026-03-29 20:34:36,2026-03-30 18:44:35.448181,4993,open,1194.96
82986,,10834,3016,1001,2026-05-15 03:47:08,2026-05-15 10:20:22.768193,71729,completed,293.33
82987,52166,11813,3010,1006,2025-04-08 08:10:53,2025-04-09 12:48:54.313773,38124,open,3278.66
82988,51260,12085,3004,1005,2026-06-01 21:21:06,2026-06-03 18:00:52.611609,38646,cancelled,3271.58
82989,51101,10861,3019,1002,2025-04-08 07:44:44,2025-04-08 15:48:31.328163,40973,completed,721.0
82990,53689,14738,3011,1005,2025-08-26 09:13:13,2025-08-27 02:26:24.997882,27504,cancelled,2354.3
82991,50603,12047,3018,1003,2026-02-14 20:36:29,2026-02-17 07:16:50.636813,20695,completed,8357.89
82992,,13661,3022,1001,2026-06-24 07:18:04,2026-06-24 08:41:52.729317,9445,open,1056.96
82993,53306,13804,3007,1001,2025-10-26 18:29:20,2025-10-29 10:05:44.596577,114835,completed,1603.43
82994,51585,10625,3011,1002,2026-04-29 07:23:24,2026-04-29 19:29:31.901831,113913,completed,6772.17
82995,50545,10413,3012,1001,2025-02-10 10:05:54,2025-02-13 04:48:46.945669,90431,cancelled,3510.13
82996,51636,14754,3023,1006,2024-12-09 01:04:56,2024-12-10 08:56:16.273868,65246,in_progress,6168.35
82997,53145,12282,3007,1005,2025-12-29 10:53:36,2025-12-30 23:57:00.706941,23188,cancelled,4104.19
82998,50571,12180,3015,1005,2025-09-04 00:52:47,2025-09-04 06:33:29.453167,107276,completed,2303.73
82999,52254,11797,3016,1003,2025-08-25 19:06:23,2025-08-26 14:13:32.829254,106164,completed,1413.96
83000,50638,13001,3021,1005,2024-07-26 08:14:55,2024-07-27 04:36:46.759234,90072,cancelled,13436.89
83001,52392,15133,3001,1002,2025-09-09 08:31:11,2025-09-11 04:43:50.278252,25909,completed,-978.41
83002,53610,10373,3016,1004,2025-04-05 01:57:05,2025-04-07 21:31:12.522108,5591,completed,3685.55
83003,52106,11755,3014,1006,2026-03-22 09:17:36,2026-03-22 15:47:16.118814,15393,completed,7449.05
83004,50310,13550,3008,1002,2025-10-26 15:14:58,2025-10-26 21:02:53.171051,34965,completed,806.08
83005,,14373,3024,1004,2024-09-20 02:12:59,2024-09-22 14:17:57.436187,84155,in_progress,2106.26
83006,53607,13376,3022,1001,2026-01-11 14:38:49,2026-01-12 20:55:27.597923,25157,in_progress,243.52
83007,51540,10760,3024,1002,2025-01-19 23:27:27,2025-01-21 06:29:31.592364,54302,completed,2000.3
83008,50304,14894,3001,1006,2025-10-30 08:41:47,2025-10-31 23:53:00.196316,25404,completed,118.59
83009,52783,13558,3022,1002,2025-12-17 20:26:35,2025-12-20 10:15:28.065049,71253,cancelled,202.86
83010,53142,11424,3005,1003,2024-11-18 18:31:23,2024-11-18 19:53:58.726481,103173,cancelled,2365.72
83011,52017,12885,3002,1001,2024-12-16 23:43:47,2024-12-18 22:19:09.042505,7344,completed,3911.51
83012,,11900,3001,1003,2025-05-24 16:14:46,2025-05-26 23:29:32.651393,7790,cancelled,1360.99
83013,51282,11868,3008,1004,2026-04-30 19:49:27,2026-05-03 19:14:07.164474,4862,completed,117.74
83014,53499,13756,3005,1004,2025-06-26 11:25:13,2025-06-27 15:59:02.942426,58627,open,670.56
83015,50308,14635,3022,1005,2025-11-10 05:43:21,2025-11-10 09:17:27.878484,33666,completed,7213.83
83016,51923,10791,3014,1006,2024-07-25 20:25:50,2024-07-27 17:27:58.865307,59571,completed,2424.81
83017,50280,11914,3024,1004,2025-03-19 23:03:06,2025-03-20 23:02:58.777082,24496,open,2601.42
83018,52716,11752,3012,1006,2024-09-28 18:09:32,2024-09-30 16:40:17.949960,39137,open,7016.55
83019,52400,11165,3012,1002,2024-09-27 08:42:46,2024-09-28 04:39:31.524071,63923,completed,129.9
83020,50584,10835,3013,1003,2024-09-19 08:44:57,2024-09-20 10:30:16.389983,53932,completed,1700.16
83021,53570,10045,3019,1005,2024-10-27 15:43:28,2024-10-30 11:38:06.288282,61427,completed,895.36
83022,52291,13722,3011,1003,2024-09-13 23:29:41,2024-09-16 07:32:46.611749,109533,completed,6201.04
83023,,12622,3014,1004,2026-01-25 08:46:44,2026-01-27 12:48:42.824766,34316,completed,1455.23
83024,51519,10918,3021,1005,2025-06-08 13:57:12,2025-06-09 12:50:25.418500,26890,completed,2999.82
83025,50019,11404,3002,1006,2025-09-27 22:49:06,2025-09-30 22:11:57.574883,62822,cancelled,8554.14
83026,50169,15116,3001,1003,2025-04-21 21:07:47,2025-04-24 00:32:41.146595,73514,cancelled,141.84
83027,52790,13252,3021,1004,2026-02-23 09:14:25,2026-02-25 19:45:09.640082,18356,in_progress,7046.98
83028,,11126,3016,1006,2024-09-01 06:20:21,2024-09-02 15:16:34.197444,1339,completed,1689.37
83029,53204,11498,3019,1006,2026-04-17 05:57:35,2026-04-19 05:12:38.396512,10179,completed,345.86
83030,51629,13603,3011,1001,2025-12-22 23:09:15,2025-12-24 19:40:53.263721,48180,completed,14786.41
83031,52466,12040,3010,1002,2024-07-26 03:57:36,2024-07-27 18:57:44.072240,3918,in_progress,2064.46
83032,,15054,3019,1001,2024-07-31 15:39:08,2024-08-02 01:26:15.993857,35700,open,2302.27
83033,50088,10341,3020,1006,2025-04-11 20:04:44,2025-04-14 16:57:06.656000,34551,cancelled,5398.42
83034,53217,12885,3010,1005,2025-09-06 18:19:07,2025-09-07 13:32:52.797411,63159,completed,7281.5
83035,51455,14702,3010,1003,2026-06-08 11:24:50,2026-06-10 00:11:05.975515,20088,in_progress,5242.4
83036,53904,15057,3017,1005,2025-02-03 21:44:06,2025-02-05 01:46:47.415755,44565,cancelled,-143.68
83037,50701,12793,3019,1004,2024-11-02 06:50:26,2024-11-04 18:49:17.170665,60906,completed,149.63
83038,51476,12665,3005,1004,2025-03-06 13:08:41,2025-03-09 07:35:56.191772,16161,open,1512.84
83039,50827,11034,3019,1001,2024-08-20 00:16:15,2024-08-20 08:48:11.487586,30368,cancelled,543.76
83040,50704,13500,3015,1005,2025-03-15 00:07:11,2025-03-15 17:11:11.909152,72280,open,80.96
83041,50857,11203,3018,1005,2024-10-10 04:06:06,2024-10-11 12:39:53.080652,8434,completed,3694.68
83042,53555,12929,3017,1001,2026-03-15 19:01:53,2026-03-17 15:37:19.786112,95861,in_progress,2031.69
83043,,13538,3015,1006,2026-06-12 01:24:29,2026-06-14 05:21:33.353846,19746,completed,54.68
83044,52092,14634,3010,1001,2025-04-10 22:56:06,2025-04-13 14:22:19.979734,116507,open,2698.41
83045,50409,12736,3007,1003,2024-11-10 05:55:48,2024-11-11 19:04:13.132685,67517,completed,3241.62
83046,50024,15180,3002,1005,2026-03-02 15:15:45,2026-03-04 04:04:32.195480,107442,cancelled,1379.39
83047,50532,11246,3017,1002,2026-06-28 16:15:06,2026-06-29 12:05:12.715092,26614,cancelled,2908.29
83048,53539,10321,3011,1003,2025-03-23 16:17:55,2025-03-24 10:45:26.829921,93696,in_progress,534.2
83049,51283,10720,3011,1005,2025-06-11 21:13:17,2025-06-13 00:00:33.803484,30029,open,10076.98
83050,50279,11161,3010,1003,2025-12-28 18:56:17,2025-12-29 11:20:59.258130,47375,completed,5318.56
83051,52947,13424,3024,1004,2025-06-11 05:14:38,2025-06-13 16:39:13.409845,26072,cancelled,1079.4
83052,,13047,3014,1003,2025-03-13 12:51:17,2025-03-14 19:27:07.680162,43490,completed,1885.22
83053,53706,14800,3016,1001,2026-05-14 11:08:05,2026-05-15 10:30:39.727664,78831,open,3958.49
83054,53902,11554,3004,1006,2026-04-04 22:02:02,2026-04-05 14:38:06.350062,91776,completed,2674.63
83055,52948,11559,3006,1005,2025-02-27 06:59:56,2025-03-02 06:30:09.642241,47464,completed,2581.12
83056,53885,10616,3019,1002,2026-01-19 10:37:26,2026-01-19 15:47:08.497704,104408,completed,2818.96
83057,52844,15141,3004,1004,2024-07-31 14:32:27,2024-07-31 21:34:11.371964,19338,in_progress,3055.29
83058,50355,12463,3006,1003,2025-08-08 12:14:40,2025-08-11 09:51:06.722787,104504,cancelled,1888.08
83059,53665,14191,3012,1005,2026-03-05 00:18:15,2026-03-05 17:29:29.315093,28797,completed,1782.79
83060,52057,11445,3022,1002,2026-04-21 15:45:44,2026-04-22 16:55:45.322958,38490,completed,698.61
83061,51684,14214,3006,1002,2026-03-07 01:10:32,2026-03-07 03:24:39.295392,57615,completed,4447.2
83062,51529,12223,3006,1002,2024-08-04 20:41:24,2024-08-06 18:06:48.922719,108096,completed,783.97
83063,51723,11199,3018,1004,2025-12-25 19:28:46,2025-12-27 00:03:46.976307,8356,in_progress,2623.4
83064,51194,11387,3025,1002,2026-04-29 15:38:23,2026-05-02 04:46:35.754304,80530,completed,4411.17
83065,,10210,3025,1006,2025-10-21 06:26:20,2025-10-22 03:21:38.389999,18621,completed,1345.47
83066,51454,14205,3017,1003,2026-02-10 02:14:29,2026-02-11 23:34:23.286868,30187,in_progress,295.65
83067,53269,10260,3017,1005,2025-07-10 12:11:23,2025-07-13 06:11:19.687181,61013,completed,754.04
83068,,11143,3024,1005,2025-10-15 05:18:59,2025-10-18 03:05:22.971339,91883,completed,2833.12
83069,50768,13187,3014,1004,2025-06-15 21:07:37,2025-06-16 10:52:56.350543,58133,completed,3078.61
83070,51928,14794,3019,1001,2026-03-22 22:25:52,2026-03-25 09:42:47.331371,113896,completed,727.5
83071,53302,11055,3014,1006,2025-04-29 17:21:39,2025-05-02 14:31:22.924304,112797,open,1356.72
83072,51354,10384,3019,1002,2025-05-15 20:24:44,2025-05-16 00:08:08.214040,78125,in_progress,187.7
83073,,14320,3005,1006,2024-10-25 16:33:20,2024-10-28 10:55:26.637273,60342,completed,179.31
83074,,13439,3009,1006,2026-04-22 18:47:49,2026-04-23 11:12:56.984172,19925,in_progress,1216.67
83075,52495,12669,3017,1006,2026-02-05 02:37:14,2026-02-05 16:05:46.620373,93451,open,10211.39
83076,,10846,3016,1005,2025-06-04 14:47:15,2025-06-06 03:11:10.043336,57265,completed,259.73
83077,50533,14327,3004,1005,2026-07-02 08:24:04,2026-07-02 09:00:42.835657,7378,cancelled,4591.76
83078,52177,13087,3023,1004,2026-05-21 05:02:34,2026-05-23 02:17:12.557131,114636,cancelled,1039.49
83079,51631,13136,3015,1004,2024-11-19 16:09:44,2024-11-21 16:10:50.285653,92248,completed,6345.72
83080,51410,15001,3014,1006,2025-07-23 02:59:28,2025-07-24 03:12:16.839514,96192,completed,2185.11
83081,53536,10903,3022,1005,2025-10-27 03:24:28,2025-10-28 06:05:29.483585,95404,open,1478.08
83082,50311,10079,3001,1005,2026-03-12 01:45:47,2026-03-14 10:02:53.536101,61121,cancelled,2444.46
83083,50913,14321,3017,1001,2024-12-09 21:08:42,2024-12-12 08:50:42.464234,47445,completed,4876.27
83084,53088,12538,3025,1005,2024-12-14 00:55:03,2024-12-14 02:24:53.970787,100323,cancelled,2012.48
83085,52668,10863,3008,1005,2025-10-24 01:45:08,2025-10-25 08:12:50.265533,16573,open,1951.29
83086,53288,14126,666666666,1004,2024-11-11 03:21:00,2024-11-11 19:09:17.716530,20079,open,9180.85
83087,,10263,3018,1004,2026-05-22 21:02:08,2026-05-22 14:17:17.195734,41200,completed,1203.51
83088,52932,13461,3006,1004,2025-11-21 10:34:25,2025-11-23 07:05:44.302665,43138,cancelled,475.72
83089,53275,14702,3023,1005,2025-04-06 13:20:06,2025-04-08 07:36:45.451504,45394,in_progress,2199.48
83090,,13592,3013,1003,2026-03-21 13:00:28,2026-03-24 04:03:37.187372,10083,in_progress,1329.34
83091,51580,12799,666666666,1001,2025-10-17 00:48:33,2025-10-17 04:39:23.967089,26278,completed,3513.22
83092,51989,12069,3022,1006,2025-04-16 20:26:33,2025-04-19 05:28:47.204023,42114,in_progress,1203.3
83093,54039,14165,3005,1003,2025-01-15 08:11:20,2025-01-15 20:15:36.557091,64370,in_progress,3226.3
83094,50985,12369,3005,1004,2026-05-30 00:21:33,2026-05-31 06:04:56.189340,82163,completed,9319.18
83095,51343,13904,3022,1005,2026-06-15 21:57:33,2026-06-16 23:52:52.917659,119293,completed,7307.4
83096,52378,13227,3017,1004,2026-06-22 15:12:33,2026-06-25 08:07:40.026242,1937,in_progress,1482.56
83097,52115,10664,3014,1003,2025-04-28 07:31:55,2025-04-29 14:01:34.413059,37873,completed,379.47
83098,52938,13468,3016,1006,2025-06-21 03:47:12,2025-06-22 19:39:26.648911,11095,completed,4072.84
83099,,12103,3004,1003,2025-07-04 20:19:33,2025-07-06 07:40:17.872144,83644,in_progress,190.15
83100,51086,12749,3021,1005,2025-05-09 08:35:56,2025-05-10 13:27:43.728492,12353,open,2263.23
83101,53990,11998,3021,1003,2025-07-22 17:41:37,2025-07-24 19:35:26.907275,30127,completed,415.38
83102,,13469,3004,1005,2026-06-20 02:54:20,2026-06-21 22:43:44.308426,99462,in_progress,2526.62
83103,52000,12627,3018,1006,2024-07-26 23:07:21,2024-07-28 17:48:41.210086,119947,completed,6242.05
83104,,10451,3024,1004,2025-01-06 13:59:16,2025-01-07 20:41:48.818410,88347,completed,4144.88
83105,,10913,3012,1003,2024-09-17 01:31:25,2024-09-19 12:35:48.423839,96714,cancelled,79.56
83106,50119,10317,3006,1004,2024-07-26 00:25:07,2024-07-26 02:18:30.471081,98141,completed,988.07
83107,52885,13820,3002,1004,2025-09-16 22:36:37,2025-09-18 21:09:55.628672,60306,open,2312.82
83108,51889,11605,3003,1003,2025-05-25 21:21:33,2025-05-26 23:45:18.181336,87798,open,910.06
83109,53453,13338,3017,1002,2024-09-30 00:28:50,2024-09-30 16:59:10.028101,9831,open,4574.3
83110,53430,11525,3003,1001,2025-12-18 22:40:00,2025-12-21 15:23:59.961408,93378,completed,4054.8
83111,53336,14545,3001,1006,2024-08-01 08:13:23,2024-08-03 07:35:20.133757,4299,in_progress,7186.19
83112,51331,13927,3023,1004,2026-06-01 02:50:07,2026-06-02 23:35:32.935663,75940,completed,12719.95
83113,,10991,3010,1003,2025-11-01 02:54:19,2025-11-03 09:06:03.764668,82996,in_progress,1286.47
83114,52430,13277,3014,1005,2025-01-24 00:33:19,2025-01-24 09:54:18.734700,16925,completed,3216.21
83115,51025,10374,3005,1003,2026-05-18 22:54:00,2026-05-18 20:36:31.444762,87084,in_progress,2442.8
83116,51980,10218,3024,1004,2026-03-14 19:05:16,2026-03-16 10:45:07.991711,82847,completed,2415.64
83117,53910,15074,3007,1004,2025-08-03 08:31:59,2025-08-04 12:36:00.280316,62419,cancelled,7640.78
83118,50413,15098,3016,1001,2025-05-28 11:28:11,2025-05-30 17:32:35.604130,25196,cancelled,1724.99
83119,51297,10519,3025,1001,2025-08-06 03:11:20,2025-08-08 12:06:09.316950,7594,completed,7111.91
83120,,14842,3002,1002,2024-08-27 09:24:45,2024-08-28 00:07:40.977277,31938,cancelled,9285.67
83121,53788,10476,3012,1001,2025-07-17 22:33:58,2025-07-19 15:35:55.527361,28527,completed,3775.71
83122,51792,15083,3005,1003,2025-04-12 06:25:45,2025-04-12 18:58:57.934573,59018,completed,2001.2
83123,50220,11842,3014,1006,2026-03-15 15:18:56,2026-03-16 13:37:51.504141,36669,in_progress,461.82
83124,52928,14494,3011,1005,2025-08-28 07:04:38,2025-08-30 04:40:36.308008,51641,open,328.04
83125,53955,10544,3021,1005,2025-06-04 14:37:52,2025-06-06 15:25:38.224282,80853,completed,2563.5
83126,53161,10632,3008,1004,2026-03-04 19:23:53,2026-03-05 13:18:08.799713,18285,open,3847.11
83127,53474,12703,3011,1006,2026-05-10 03:52:51,2026-05-12 05:06:58.834034,98579,completed,5448.24
83128,52228,12025,3020,1003,2026-04-14 01:43:16,2026-04-14 19:44:19.966170,13508,open,2252.43
83129,51217,10214,3018,1002,2024-10-12 15:46:56,2024-10-14 05:25:19.413159,83328,in_progress,659.99
83130,53549,11969,3012,1006,2025-04-27 21:41:13,2025-04-28 12:49:29.437929,35618,completed,754.93
83131,52039,13032,3002,1006,2026-05-26 03:00:58,2026-05-26 10:02:11.544421,72930,completed,283.82
83132,50275,10340,3004,1002,2025-02-24 10:10:58,2025-02-25 06:01:47.445971,104206,completed,10056.15
83133,53127,13636,3010,1003,2025-08-08 08:50:59,2025-08-10 05:31:51.317507,40043,completed,3926.1
83134,51033,14370,3008,1001,2024-10-23 23:48:08,2024-10-25 05:58:35.001527,48842,completed,6181.09
83135,,11646,3004,1001,2026-05-21 18:33:46,2026-05-24 04:36:08.260846,110040,completed,769.64
83136,53844,13198,3011,1001,2024-07-26 04:34:30,2024-07-26 07:04:33.822456,83125,in_progress,1403.93
83137,52705,12576,3024,1001,2024-08-03 22:04:36,2024-08-04 23:57:34.366457,29922,completed,6377.65
83138,53101,11861,3015,1004,2024-08-14 07:35:39,2024-08-16 07:16:19.710190,66458,in_progress,2522.54
83139,51614,10394,3005,1004,2024-10-30 10:17:26,2024-11-01 10:08:19.135504,71070,cancelled,5700.86
83140,53610,15118,3015,1001,2024-11-16 18:40:06,2024-11-18 04:46:47.714943,35833,completed,2476.1
83141,53233,14364,3007,1005,2026-06-30 20:06:19,2026-07-03 00:51:24.056222,54293,completed,6356.49
83142,53789,12753,3018,1003,2025-08-18 09:05:36,2025-08-19 12:55:19.023365,98249,completed,463.16
83143,52530,14965,3023,1003,2026-01-18 11:47:17,2026-01-20 04:27:11.919368,64148,completed,5465.92
83144,,14298,3024,1001,2026-03-23 06:10:20,2026-03-25 08:15:34.994544,77175,completed,4228.28
83145,50519,10796,3022,1002,2024-08-01 23:23:03,2024-08-01 14:03:26.069283,37838,completed,724.68
83146,51301,10089,3025,1005,2025-09-02 20:38:36,2025-09-04 05:36:41.406369,58289,in_progress,-2818.9
83147,52490,14102,3017,1006,2024-10-13 00:50:54,2024-10-13 05:17:46.879132,6296,completed,2216.84
83148,52126,14524,3008,1005,2024-08-08 10:01:00,2024-08-09 05:06:10.998558,78717,completed,4936.23
83149,52824,11811,3016,1005,2025-02-01 06:20:22,2025-02-01 18:07:00.397900,91215,completed,1681.68
83150,50154,11862,3015,1001,2025-03-12 15:03:07,2025-03-15 14:46:51.702836,2708,completed,2228.83
83151,54033,14673,3001,1003,2025-06-15 02:53:30,2025-06-17 04:26:32.729547,2272,completed,6388.2
83152,50566,10324,3019,1001,2025-07-23 17:13:37,2025-07-26 13:06:39.604770,110094,open,3070.17
83153,,11927,3010,1005,2026-06-22 12:43:00,2026-06-23 10:49:27.384619,8675,completed,4874.31
83154,,13831,3008,1002,2025-07-21 06:13:15,2025-07-23 00:33:15.286276,114478,completed,-279.14
83155,,10668,3001,1001,2025-12-19 00:53:10,2025-12-20 04:58:25.837010,15375,completed,3490.44
83156,53357,11439,3024,1002,2026-06-21 05:24:20,2026-06-23 20:35:34.432858,70897,completed,1581.56
83157,50606,14621,3018,1006,2026-05-01 12:59:15,2026-05-02 16:10:37.434011,69906,completed,3767.54
83158,53749,12325,3019,1002,2025-01-12 05:45:47,2025-01-15 00:14:04.549727,12905,in_progress,4237.28
83159,51903,14490,3023,1002,2026-02-27 23:15:48,2026-03-02 04:44:03.357191,43062,completed,5245.93
83160,50569,13742,3010,1002,2026-02-21 00:35:33,2026-02-22 20:44:49.103185,104906,completed,5133.87
83161,51395,12611,3025,1004,2024-11-09 19:04:14,2024-11-09 21:58:03.988512,3902,in_progress,8406.56
83162,51384,14768,3009,1001,2024-11-19 03:14:58,2024-11-20 06:54:01.053810,16130,cancelled,1099.74
83163,,12377,3001,1005,2026-02-22 11:07:59,2026-02-23 19:13:38.941012,48404,cancelled,6152.24
83164,,13150,3025,1001,2024-09-24 08:08:24,2024-09-25 10:47:27.458272,90599,cancelled,6479.33
83165,51966,11782,3017,1002,2024-09-06 21:48:01,2024-09-09 17:06:15.750685,46949,completed,3825.87
83166,53260,10620,3009,1002,2026-02-01 23:35:39,2026-02-03 10:01:26.619408,82184,completed,2164.36
83167,52913,14177,3016,1006,2026-06-18 16:49:36,2026-06-19 12:32:17.272250,61529,completed,8745.99
83168,52641,11937,3016,1006,2025-04-30 14:39:55,2025-05-02 02:09:38.680037,112140,in_progress,897.59
83169,52709,11311,3015,1001,2025-06-21 13:44:14,2025-06-24 08:06:05.930089,36037,in_progress,3286.54
83170,51606,14573,3014,1001,2025-09-03 12:44:29,2025-09-04 09:32:14.454958,93886,completed,617.36
83171,51133,12073,3023,1006,2025-12-13 07:50:49,2025-12-14 16:44:04.489864,91247,completed,304.75
83172,51626,14569,3005,1005,2025-09-02 13:26:41,2025-09-03 07:33:57.773299,56628,completed,3821.25
83173,50124,13587,3018,1001,2025-11-05 10:34:46,2025-11-06 19:36:15.383498,116414,open,5793.5
83174,53351,13843,3023,1002,2026-06-13 14:08:22,2026-06-15 08:00:06.793082,67116,completed,7811.62
83175,52530,10814,3022,1006,2025-03-05 17:43:54,2025-03-06 14:52:19.190756,11988,cancelled,4402.19
83176,51404,13329,3018,1002,2024-09-21 15:19:10,2024-09-23 14:15:17.338644,45072,completed,4989.8
83177,51977,12801,3003,1001,2025-04-13 06:11:48,2025-04-15 16:49:06.036441,25657,completed,60.61
83178,51948,11169,3005,1006,2025-07-24 18:23:58,2025-07-25 14:36:19.362234,87623,cancelled,3971.27
83179,51291,13987,3007,1004,2026-03-16 22:42:32,2026-03-18 10:43:15.949760,50218,completed,2075.28
83180,53913,14947,3024,1003,2026-04-06 10:22:52,2026-04-08 20:45:38.133752,103745,completed,4260.1
83181,53377,11439,3012,1002,2025-10-28 07:02:29,2025-10-29 21:11:54.829759,83092,completed,5256.28
83182,50877,13687,3006,1004,2024-10-21 01:42:22,2024-10-22 13:20:20.544163,23985,cancelled,9902.81
83183,53879,14751,3018,1003,2025-07-17 14:55:58,2025-07-19 04:58:40.864420,119365,cancelled,-1813.34
83184,,12842,3021,1004,2025-10-21 23:37:20,2025-10-23 06:17:24.467687,64061,in_progress,542.34
83185,50996,13315,3020,1005,2024-12-19 13:21:15,2024-12-22 09:50:14.259097,52461,completed,4478.15
83186,,10748,3020,1006,2025-01-25 04:53:48,2025-01-25 22:19:04.632215,103837,in_progress,1644.22
83187,52060,12088,3023,1001,2025-02-19 09:48:33,2025-02-21 16:27:34.456099,81592,completed,1835.5
83188,53957,10392,3014,1001,2026-01-27 21:52:38,2026-01-28 01:48:46.730923,107535,in_progress,5116.98
83189,,11550,3002,1006,2025-01-13 10:56:55,2025-01-14 19:11:17.624307,11003,completed,343.8
83190,50192,12343,3021,1002,2024-10-20 02:36:44,2024-10-21 23:07:40.852699,103802,completed,1269.5
83191,53789,12416,3022,1004,2025-03-04 13:04:18,2025-03-06 10:59:00.431130,29780,cancelled,3412.13
83192,53022,11554,3014,1004,2025-01-05 08:32:51,2025-01-07 18:59:05.594670,92407,completed,300.04
83193,53961,11607,3012,1003,2026-07-06 12:01:33,2026-07-08 04:01:24.450577,53082,completed,3658.0
83194,53970,11395,3022,1002,2025-02-10 08:47:55,2025-02-11 20:43:45.528711,6764,in_progress,4425.31
83195,50179,12055,3005,1001,2025-04-22 18:51:51,2025-04-23 03:36:45.807045,3466,cancelled,2938.51
83196,52056,10022,3009,1001,2026-07-03 20:42:49,2026-07-06 10:39:41.113583,18592,completed,-1126.82
83197,,10862,3018,1006,2024-07-08 21:06:46,2024-07-11 09:17:21.446606,119871,completed,936.45
83198,51345,10940,3020,1006,2024-07-25 12:52:40,2024-07-26 14:54:35.921627,107083,completed,3444.53
83199,50060,14967,3016,1003,2024-07-30 13:48:13,2024-07-30 15:36:39.650648,86247,completed,2084.18
83200,53392,14577,3025,1005,2025-12-04 01:31:33,2025-12-04 11:23:35.392684,20507,cancelled,1602.98
83201,53008,13796,3023,1003,2025-09-17 18:36:00,2025-09-20 11:59:55.337052,59485,cancelled,1921.89
83202,53637,12676,3002,1002,2025-04-19 04:11:45,2025-04-20 04:17:05.048025,118082,cancelled,5243.83
83203,51121,10593,3023,1003,2025-05-14 23:52:43,,117416,completed,4665.04
83204,,14892,3004,1006,2026-05-28 07:11:17,2026-05-30 00:43:35.388190,103708,open,2008.38
83205,51675,14228,3022,1005,2026-01-19 09:57:39,2026-01-21 04:25:59.643004,81270,cancelled,972.6
83206,53869,10346,3014,1004,2026-06-20 23:24:14,2026-06-21 19:21:23.281874,58207,cancelled,2777.75
83207,53235,13709,3015,1003,2026-01-30 03:58:19,2026-01-30 11:07:22.520549,112296,in_progress,1195.34
83208,,14123,3005,1003,2025-08-25 09:40:23,2025-08-27 14:12:06.427061,91558,completed,3358.72
83209,,12986,3019,1006,2025-09-21 11:34:51,2025-09-22 13:47:30.477158,84384,cancelled,4685.5
83210,51883,11433,3016,1002,2026-02-28 16:19:37,2026-03-01 13:46:09.930611,118901,in_progress,3771.14
83211,51665,12786,3019,1001,2024-08-30 04:41:14,2024-08-30 22:47:49.006671,21983,open,2710.05
83212,50793,15058,3002,1001,2026-02-15 07:47:33,2026-02-16 12:57:04.573616,84931,completed,1945.02
83213,52277,11545,3006,1004,2024-12-10 11:57:35,2024-12-11 11:24:06.181952,99796,completed,3770.44
83214,53756,11926,3020,1006,2026-02-18 16:10:22,2026-02-20 12:29:34.671224,9964,open,2465.44
83215,52792,10639,3010,1006,2025-08-12 06:53:09,2025-08-14 02:12:23.047388,119553,completed,4462.68
83216,53203,13105,3011,1006,2026-02-05 03:09:44,2026-02-06 03:47:21.182606,23785,completed,6109.62
83217,,12941,3010,1006,2024-07-22 21:55:28,2024-07-25 21:30:26.014062,102556,open,2672.0
83218,50607,13847,3006,1001,2025-07-31 16:56:36,2025-07-31 23:58:52.943678,2217,completed,2446.11
83219,51672,12362,3019,1001,2026-03-23 02:56:19,2026-03-24 23:00:52.101251,56028,in_progress,1608.0
83220,52136,14804,3005,1005,2024-07-12 06:09:46,2024-07-14 14:35:32.946105,98471,completed,3761.68
83221,53601,12404,3011,1005,2026-02-27 12:17:55,2026-03-01 18:36:48.771174,59385,completed,683.93
83222,,12574,3010,1001,2025-06-18 01:32:07,2025-06-19 21:57:59.047618,78636,in_progress,159.96
83223,,12562,3009,1005,2025-09-03 07:43:56,2025-09-05 01:48:54.688235,76284,cancelled,79.66
83224,50446,14417,3021,1004,2025-11-09 18:57:47,2025-11-11 02:17:17.838920,113204,open,608.67
83225,50886,14162,3016,1003,2025-10-10 20:10:23,2025-10-11 16:07:58.393884,6966,completed,1563.0
83226,53951,13261,3011,1002,2024-11-04 04:15:18,2024-11-06 13:38:09.318773,87060,open,3136.18
83227,,15134,3008,1002,2025-09-29 05:23:22,2025-09-29 18:24:28.060619,63310,completed,1569.61
83228,52283,11489,3017,1001,2025-04-24 03:04:21,2025-04-26 03:51:52.151904,18571,cancelled,7366.59
83229,50463,12134,3010,1003,2025-12-20 00:46:42,2025-12-21 23:14:40.907413,19550,completed,415.86
83230,53160,13679,3022,1004,2025-12-19 00:40:56,2025-12-21 17:16:00.679945,74977,in_progress,2904.39
83231,50008,10447,3021,1004,2025-06-03 11:49:37,2025-06-04 03:28:56.818616,108433,completed,5304.95
83232,52770,14593,3008,1005,2025-12-17 18:53:07,2025-12-20 08:38:19.865926,19530,completed,2969.6
83233,50554,10899,3024,1003,2026-01-02 06:45:07,2026-01-02 03:49:24.859107,13417,cancelled,1456.44
83234,50891,13207,3008,1005,2025-07-17 12:01:16,2025-07-17 13:16:26.521982,83999,open,3027.14
83235,,10874,3012,1002,2024-10-12 20:41:27,2024-10-14 14:26:31.040079,64963,completed,2861.76
