vehicle_id,vin,make,model,model_year,trim,color,mileage,condition,acquisition_date,list_price,cost,status,title_status,dealership_id
51938,AT45W068EHRP9NESV,Jeep,Cherokee,2024,Limited,Silver,74009,certified,2026-01-20,34636.98,30052.29,sold,clean,1005
51939,YX8RU0VPGD0443LWK,Hyundai,Sonata,2018,Sport,Silver,73678,used,2024-11-25,48543.55,37565.87,sold,clean,1001
51940,VMZBFRW73PLJ1YJCW,BMW,X5,2017,LE,Green,21354,certified,2025-11-22,10947.7,9027.01,sold,clean,1006
51941,75K0WDKLSLSLCVHVY,BMW,X5,2025,Base,Black,"94,158 mi",new,2025-01-17,19850.95,20310.08,sold,salvage ,1002
51942,4JB349RFSB53J5JLE,BMW,X3,2019,Base,Black,27404,new,2024-11-01,39490.08,33050.91,sold,salvage,1004
51943,LXZM9BGMJ6FDBXYUV,Ford,Escape,2026,Limited,Black,"21,847 mi",new,2025-11-14,20626.5,16723.82,pending,clean,1003
51944,SDPPT44B8021MYZ4E,Honda,Accord,2024,Base,White,14350,certified,2026-01-21,32209.0,28816.06,in_stock,clean,1001
51945,PH2ALVT8UFEE382ZL,Jeep,Wrangler,2020,LE,Blue,79173,used,2025-03-18,13620.52,10263.79,sold,rebuilt,1002
51946,8MMGML3EGJS9U63BF,Hyundai,Santa Fe,2019,Sport,Silver,57477,new,2025-09-17,42585.95,33922.73,sold,clean,1004
51947,68NU5VL0A3P4A1SLD,Chevrolet,Equinox,2021,LE,White,36115,certified,2026-05-17,43280.55,39268.31,sold,rebuilt,1002
51948,T5NNWLGR9WEUK8BL4,Hyundai,Santa Fe,2024,Sport,Green,1196,certified,2023-11-11,48352.26,40803.14,sold,rebuilt,1006
51949,0CS6LV6ZVMB1HK0RK,Jeep,Cherokee,2020,Base,Gray,79630,used,2023-10-27,33166.28,30744.51,pending,rebuilt ,1003
51950,158C36D8ARRD44K6T,chevrolet,Tahoe,2026,Sport,Gray,27999,new,2025-06-16,48343.49,42525.46,sold,rebuilt,1005
51951,FPSPSX5M0CPDNR5L0,Jeep,Compass,2023,Limited,Blue,94839,new,2025-09-03,55052.51,44270.17,in_stock,clean,1003
51952,8EBDHVKUSF3RTDH7T,toyota,Tacoma,2021,Limited,Green,"85,698 mi",used,2026-03-04,53186.61,43803.57,sold,clean,1006
51953,9TFJN9BUM5LDXAEUJ,Honda,Odyssey,2018,LE,Gray,11767,used,2023-07-30,38734.62,31208.17,sold,rebuilt,1001
51954,LC9M6V9FDUVRAV79V,Hyundai,Tucson,2026,XLE,Black,94753,new,2025-08-10,42454.23,36999.18,sold,clean ,1005
51955,BM6LTE601KKY47SWJ,Nissan,Sentra,2018,Base,Red,41031,certified,2024-08-24,46414.33,41046.65,pending,clean,1004
51956,ZPPGUZSMFZCFVPMDK,Chevrolet,Tahoe,2025,Sport,Red,65004,certified,2025-07-21,44673.79,42435.59,sold,clean ,1004
51957,F2VS3SM2YLNWSDA6S,Nissan,Rogue,2017,LE,Red,90568,used,2023-11-16,28817.35,30230.3,sold,salvage,1001
51958,6E48FVTWX0B02H7A0,BMW,5 Series,2026,Sport,Green,32414,new,2025-03-24,55090.06,42969.14,sold,rebuilt,1003
51959,N01DGSA4W2597VKKV,Toyota,Highlander,2018,XLE,Green,7174,new,2024-08-29,38539.6,32081.53,in_stock,salvage,1002
51960,DH276ZGNNMTXPXNPL,Jeep,Wrangler,2017,LE,Red,10923,new,2026-04-05,28875.77,22490.49,sold,rebuilt,1006
51961,4C53T7F5NSJS290HY,Honda,Odyssey,2017,Sport,Silver,"44,533 mi",used,2025-04-13,43689.2,36040.41,sold,clean,1005
51962,NYDXDRRWJ7EB0DC5H,Ford,F-150,2023,Base,White,"8,346 mi",used,2026-04-05,22830.69,18218.38,sold,salvage,1006
51963,TDVN10GGLS96CEZBM,Jeep,Compass,2020,LE,Silver,9621,used,2025-03-08,15574.33,13546.1,sold,clean,1001
51964,EZB7VMCETF30JN41S,Hyundai,Sonata,2016,XLE,Gray,41328,certified,2025-04-12,47320.5,36208.19,sold,rebuilt,1004
51965,GN7WSM2DDPUJM2FTL,Chevrolet,Equinox,2025,Base,Blue,49939,new,2025-05-13,21967.68,19605.05,sold,clean,1004
51966,DM5ANN8P3N3XKZV44,Jeep,Wrangler,2016,LE,White,65703,used,2026-03-09,33133.62,28090.76,in_stock,rebuilt,1001
51967,UGMRVNZ4SC6YKXAR7,Nissan,Altima,2023,Sport,Gray,"37,512 mi",used,2024-06-16,43594.82,34238.19,sold,rebuilt,1003
51968,FYUSYRDWH998EH5DM,Jeep,Grand Cherokee,2019,LE,Green,36034,certified,2026-03-20,20120.16,17100.02,sold,rebuilt,1005
51969,M9B2C8ZNRJ2PMYAS2,Ford,F-150,2024,LE,Gray,20529,new,2023-09-29,20110.36,-351.0,sold,rebuilt,1004
51970,N4U77FZBJ5RLKLTRD,Toyota,Tacoma,2025,XLE,Silver,65574,new,2026-05-08,40464.37,-356.57,sold,clean,1005
51971,U79GT6WS19P64L40D,Honda,Civic,2023,Sport,Silver,46500,used,2023-11-21,36625.0,28182.4,sold,clean,1005
51972,0WZTGTGG2984PCTAT,Chevrolet,Traverse,2026,Limited,Silver,77429,new,2023-07-19,41242.55,37614.9,sold,salvage ,1006
51973,8VSCULE1ZNG0SBCBF,Jeep,Wrangler,2017,Limited,Blue,"27,836 mi",new,2025-02-27,31455.52,28891.48,sold,rebuilt,1004
51974,JF7XCPCHPUEK9VXP6,BMW,X5,2019,LE,Gray,56325,new,2025-09-21,30598.92,24242.63,sold,rebuilt,1002
51975,Y0VN8B20WZY4EHTW0,BMW,X5,2016,Base,Gray,36317,used,2024-05-05,21656.83,16873.22,sold,clean,1001
51976,8AX3V0J15KVUSVF2X,Toyota,Camry,2018,Limited,Black,"53,892 mi",new,2025-11-20,15408.59,12672.16,sold,clean,1004
51977,ZPUTC7K7T3VYSNDDX,BMW,5 Series,2016,Sport,Red,42815,used,2024-03-17,52780.95,41517.21,sold,clean,1002
51978,R1AE7JFK3GSY61UAB,Hyundai,Elantra,2022,LE,Green,94817,used,2023-10-23,23524.15,20931.39,in_stock,salvage,1002
51979,HM4FDK0U06XKJ5FZH,Jeep,Cherokee,2026,Limited,Gray,36989,certified,2024-03-07,28109.82,21487.66,in_stock,rebuilt,1006
51980,TXSWRGJNBJKG0H6ZH,Honda,Odyssey,2019,XLE,Red,90192,used,2025-01-04,50091.0,39446.51,sold,salvage,1002
51981,F59VMT984XX0V8HSS,Nissan,Pathfinder,2022,Base,White,"16,432 mi",certified,2024-08-02,37135.66,28080.35,sold,rebuilt,1005
51982,F9C25R911RM3JB8KL,Honda,Civic,2018,Limited,Red,"60,871 mi",new,2024-12-29,28770.24,-331.9,sold,rebuilt,1006
51983,YS4DT9YZ38S0R5U1T,Honda,Accord,2020,Base,Green,67865,used,2025-03-22,47093.1,37311.32,in_stock,Salvage,1001
51984,TJE6RCA33VCSX3PC7,Chevrolet,Equinox,2023,LE,Green,60421,used,2025-12-05,28884.49,24463.97,sold,salvage,1005
51985,B3PF0RJHBG6S6H06V,Ford,Explorer,2024,Limited,Blue,41941,certified,2024-04-30,52455.8,39632.48,in_stock,rebuilt,1002
51986,5KLN9XHSKWSR51J98,Jeep,Wrangler,2023,Base,White,1646,new,2025-11-09,28750.3,22760.12,sold,salvage,1006
51987,862DLEA8UXVGVS0H5,BMW,X5,2020,Sport,White,25775,used,2026-05-16,36521.54,33390.81,sold,rebuilt,1006
51988,M1EAX22KSB5PRT60T,BMW,5 Series,2026,Base,Gray,"94,160 mi",new,2025-10-05,52373.09,41942.82,in_stock,salvage,1001
51989,NGCTWKSZRGU9TC7YC,Ford,Explorer,2019,XLE,Silver,23420,certified,2024-11-13,52433.09,41817.32,sold,clean,1004
51990,NZ8EZ91WVHKBWNFBS,BMW,5 Series,2023,XLE,Green,"74,941 mi",used,2024-10-13,49552.99,40936.48,sold,clean,1006
51991,DKUJAP8MRMGCPFHN0,Jeep,Cherokee,2021,LE,Blue,85600,new,2024-11-30,52412.43,42004.51,pending,salvage,1004
51992,95PCJFLJKMZ8ZX0KH,Jeep,Wrangler,2021,Limited,Gray,78384,used,2025-05-19,24095.94,19986.45,sold,clean,1005
51993,EFPRNGPBMLA6UNKCB,Chevrolet,Traverse,2021,LE,Blue,58116,certified,2023-09-27,25255.0,20760.77,sold,rebuilt,1003
51994,JB7D79PU7R3U3JZ82,Honda,CR-V,2025,LE,Blue,15246,new,2026-03-06,22835.23,17282.34,in_stock,clean,1002
51995,3HPMT18W19UZT9ST5,Ford,Escape,2016,Base,White,36421,used,2023-12-06,9590.72,8464.94,sold,salvage,1003
51996,FZJSN3GP3EVXUGJNU,Ford,Mustang,2019,LE,Silver,38494,certified,2024-09-20,38338.94,34203.87,sold,clean,1006
51997,9KJ1E00A82GMUS8RJ,BMW,X5,2017,XLE,Gray,36372,certified,2024-03-05,18309.95,14393.88,in_stock,clean,1001
51998,TRG8DRW11XJAM2F7L,Hyundai,Tucson,2023,LE,Green,88703,new,2026-05-26,36388.41,28945.7,sold,rebuilt,1004
51999,LH9XW4S5ZHXR756EN,Honda,Accord,2017,Sport,Blue,4234,new,2024-12-28,48780.7,36990.16,sold,Rebuilt,1003
52000,FK4C2GSR20ZC7ZE3D,Toyota,Highlander,2020,LE,Gray,93215,used,2026-03-29,23023.22,18363.25,pending,clean,1002
52001,XF36K9Y6Z1JK7JHEE,Jeep,Wrangler,2019,Base,Silver,"7,399 mi",certified,2026-04-01,16228.67,14595.57,pending,rebuilt,1003
52002,RSU1GEJE2WEMADANP,Toyota,RAV4,2024,Limited,White,"17,374 mi",new,2024-11-10,25903.95,22874.84,sold,clean,1006
52003,DE9HV21XVF80PXG4M,Ford,F-150,2024,Sport,Black,28769,used,2024-09-03,51786.25,39656.05,sold,clean,1003
52004,ZLAU106ZKH7PUHSH5,Honda,Civic,2021,LE,Red,49111,certified,2026-02-27,37834.62,34407.82,in_stock,rebuilt,1006
52005,NCBEW2P20Y0C6KW13,Toyota,Highlander,2019,LE,Red,64235,certified,2024-01-22,34758.02,26378.9,sold,rebuilt,1006
52006,NSTWKP0403LYWPUCC,Chevrolet,Tahoe,2016,Sport,Red,73384,used,2026-05-07,39009.65,34110.5,sold,rebuilt,1002
52007,5XMUTBA88GLE0NVLF,Nissan,Altima,2021,Base,Red,"10,169 mi",certified,2024-07-16,13068.72,11336.76,sold,clean,1005
52008,AHM4GEFA4B36PMEN1,Hyundai,Tucson,2024,LE,Green,63094,certified,2026-04-06,20723.48,18972.95,sold,clean,1006
52009,2KJC9LCZZ6V494ATZ,Toyota,Highlander,2022,Sport,White,83536,used,2023-09-29,9599.78,8133.56,sold,rebuilt,1006
52010,ADHEYHAMP21GXTCD8,Ford,Edge,2022,Base,Black,80200,used,2023-11-17,41806.87,36648.74,sold,clean,1002
52011,83AKMVB0RLHXM9WXW,Honda,Accord,2021,Sport,Blue,71486,used,2024-06-14,40009.09,32613.1,sold,rebuilt,1005
52012,02NTY9EJ3H6WEA7V0,Hyundai,Santa Fe,2016,Base,Silver,30962,new,2024-12-06,14418.67,-35.4,pending,rebuilt,1001
52013,0C2D0RADDNCGWXMJV,honda,Odyssey,2020,Base,Blue,3402,certified,2025-01-31,34391.87,26648.59,sold,clean,1003
52014,451233BC0W1RGW1DU,Ford,Explorer,2022,XLE,Gray,49783,new,2024-12-14,57563.3,43333.74,sold,clean,1006
52015,SAVKU65EVHF6D8MFA,Nissan,Altima,2018,Base,Black,94031,new,2025-01-30,13043.55,10927.59,sold,rebuilt,1005
52016,S78VTPDAZJCKJK4ZY,Honda,CR-V,2024,Base,Black,70036,new,2026-05-07,54684.35,43694.73,sold,salvage,1004
52017,Z0JHN4LXXEVTFXMTJ,hyundai,Tucson,2024,Limited,Blue,16485,new,2026-03-02,22826.13,17241.34,sold,salvage,1002
52018,WDXFMMSHAF5ZCNF3C,Hyundai,Tucson,2020,Limited,Red,28265,new,2025-08-19,17914.39,15508.56,sold,salvage,1004
52019,1F4M2UL0B7M0DTX7G,Nissan,Pathfinder,2026,Sport,Green,18510,new,2026-04-03,39371.66,30748.33,sold,REBUILT,1006
52020,DDELAKY7U6DSP0BAL,Honda,Pilot,2025,Sport,Green,"17,340 mi",new,2026-05-06,9118.67,8010.55,sold,rebuilt,1005
52021,5PP2N3PG0VTERB121,Hyundai,Tucson,2022,XLE,Blue,35194,certified,2024-11-04,31582.88,27991.52,sold,clean,1002
52022,BMYX792YBRMVV36L3,Nissan,Pathfinder,2024,Sport,Gray,20384,new,2025-08-05,45623.34,36686.1,sold,clean,1002
52023,3WK9BL07LFR2KJUZF,Toyota,Highlander,2020,Base,Silver,48408,new,2025-09-22,26454.23,22058.94,in_stock,salvage,1002
52024,WCPCEBUP20JEHZ7DB,Hyundai,Tucson,2025,Sport,Gray,27234,used,2025-09-21,35150.36,26118.13,in_stock,clean,1006
52025,13BA4TML5PLJB1M6T,BMW,X5,2018,Base,Blue,19242,new,2025-04-01,47610.73,42989.1,sold,rebuilt,1004
52026,1718M96NTT7CVTPB8,Hyundai,Santa Fe,2019,Sport,Green,74385,new,2025-10-23,45601.57,43172.97,sold,salvage,1002
52027,ELBSAP6BCX2TNRKTJ,Ford,Edge,2018,LE,Black,26743,certified,2024-10-10,45391.29,39989.5,sold,rebuilt,1004
52028,D6RCYPJDSM5T4L35P,Ford,Edge,2019,LE,Gray,10577,used,2024-08-08,26523.43,32084.63,sold,salvage,1003
52029,LDUM0U96KBY8MV7BJ,Ford,Escape,2023,Sport,Blue,"71,874 mi",used,2025-06-12,36882.51,28098.42,sold,SALVAGE,1005
52030,4NY0Y9T837VHVX8GE,Hyundai,Tucson,2018,Sport,Black,72140,certified,2024-02-24,41057.09,35951.75,sold,clean,1006
52031,T5A8E7H0CAKDX6SEK,BMW,X5,2024,XLE,Black,12941,new,2023-08-18,16699.75,13812.1,sold,clean,1001
52032,KB06BJR8X3JDFBS90,Ford,Edge,2017,Limited,White,63381,used,2025-07-20,41792.54,38856.39,sold,clean,1004
52033,FZ37SVVM67SSMZRKB,Honda,Pilot,2019,Sport,White,33807,certified,2026-02-07,41299.75,33310.45,in_stock,rebuilt,1006
52034,JTR9JDRKJTNVSY9G4,Nissan,Frontier,2021,LE,White,18426,used,2024-10-26,14788.17,12560.54,sold,rebuilt,1005
52035,CWZ93W6AF7CS5UAHX,Nissan,Frontier,2016,Sport,Green,17460,used,2025-11-30,27608.28,24548.46,sold,salvage ,1006
52036,A7PVKJZS4TJB6N4S9,Ford,F-150,2021,Sport,Gray,9725,certified,2025-08-18,24121.7,22215.66,sold,clean,1005
52037,323KFF5KXGX74WRXZ,BMW,X3,2020,Sport,Gray,"77,387 mi",certified,2023-07-31,17520.71,15592.58,sold,clean,1006
52038,SWSHFZABG9GA0HD8A,Nissan,Altima,2018,LE,Green,86908,used,2025-03-13,37292.69,31579.01,sold,rebuilt,1004
52039,EARBDKG88XMSDSCHK,Jeep,Cherokee,2021,LE,Red,"12,454 mi",certified,2025-03-07,17836.97,15094.59,sold,rebuilt,1004
52040,RHT8DWKKY5E0CLHLG,Nissan,Sentra,2022,LE,Black,29270,new,2024-02-25,14031.53,12121.9,sold,clean,1006
52041,02GYPF8MR1FU3YRKB,Honda,Pilot,2026,LE,Red,43450,used,2026-06-08,49339.14,42340.8,sold,salvage,1002
52042,BCNX6080J53RV35BR,Chevrolet,Tahoe,2018,Sport,Gray,9432,new,2023-12-27,47748.77,42238.14,sold,rebuilt,1004
52043,8FXWRGHY9C8VHE4EN,Nissan,Sentra,2020,XLE,Gray,87255,new,2024-11-28,23263.96,21267.43,sold,clean,1006
52044,Z1W4VNPS9V0YN6NEB,toyota,Corolla,2026,LE,Blue,"23,323 mi",certified,2025-04-10,12891.73,11532.5,pending,rebuilt,1001
52045,3JRNC4WLKA80W9WN7,Nissan,Sentra,2021,Sport,Red,27865,certified,2025-12-06,32387.54,27953.93,sold,clean ,1002
52046,Z4HNCCB56V9ALHR0Z,Hyundai,Tucson,2017,Base,Red,48386,used,2024-01-24,24339.81,19016.19,sold,clean,1006
52047,XWR28EEG84DMG6D2D,Chevrolet,Equinox,2025,Base,Red,20602,certified,2024-04-09,56001.7,43202.87,pending,clean,1005
52048,8GD1GJZMVE6VXDVRT,BMW,X3,2025,Base,Silver,47057,certified,2024-01-01,24827.46,20512.73,sold,clean,1002
52049,13F4BV46EL9TU2FA4,Honda,Pilot,2016,XLE,White,20780,used,2025-01-12,35360.77,32421.8,sold,clean,1004
52050,P5BZG8NGRMS3A9MGH,Ford,F-150,2025,Base,Green,88265,used,2024-10-07,40588.6,30163.27,sold,rebuilt,1001
52051,CE3S45ALCRY1R7CZK,Ford,F-150,2025,Sport,Red,93807,new,2026-04-05,22668.15,19369.42,sold,Clean,1006
52052,D6H7VX2S5N2U1R0V8,bmw,X5,2025,Base,Red,32893,used,2025-02-08,39520.9,31735.43,pending,rebuilt,1002
52053,A46BE321UZMZ48NRE,Chevrolet,Traverse,2017,Limited,Gray,75199,used,2025-05-25,34000.97,39965.04,sold,salvage,1004
52054,CFR3M7LA5MF806WKX,Nissan,Sentra,2021,Limited,Blue,91955,used,2025-08-22,48030.04,37787.15,sold,clean,1001
52055,SUJUVX0HM6U2GG4ER,Ford,Explorer,2022,Sport,Silver,50648,new,2024-09-25,9048.98,8120.24,in_stock,rebuilt,1001
52056,VXWEW5UZG52T9Z8D7,Toyota,Corolla,2016,Sport,Silver,48059,certified,2025-09-17,43962.22,32755.29,sold,rebuilt,1004
52057,DM1R42PNV399PR0W0,Ford,Mustang,2018,LE,Silver,61807,new,2025-03-01,18721.81,-214.38,sold,rebuilt,1004
52058,VS17NK3871KXTKJZ6,Jeep,Cherokee,2023,LE,Silver,59634,used,2023-08-24,44701.72,36518.63,sold,rebuilt,1001
52059,31F7AP870Y1NAWG2U,Toyota,Tacoma,2017,Base,Blue,7071,certified,2024-01-26,28523.78,21725.43,sold,clean,1001
52060,GHU3Y315W6H52C6BY,Nissan,Frontier,2016,Base,Red,69744,certified,2025-01-02,23316.22,18497.87,in_stock,Clean,1005
52061,17HCL5RJT9DVLTH1N,Toyota,Corolla,2026,XLE,Blue,62423,used,2024-09-30,15693.26,12816.05,sold,salvage,1002
52062,GPBKXXT5U1YCPLWHM,Nissan,Sentra,2016,LE,Red,29560,new,2023-07-19,42282.0,32672.92,sold,rebuilt,1004
52063,K20CRMUV8ZH4SBBP7,Chevrolet,Malibu,2024,XLE,White,33653,used,2026-03-10,10970.73,8729.87,sold,clean,1002
52064,R5DMVG4KFNB1PFWMC,Ford,Escape,2021,XLE,Black,4318,new,2024-02-14,19635.96,18013.34,sold,rebuilt,1001
52065,V1YN4AA9T02KEFRW3,Jeep,Wrangler,2017,LE,Black,54111,new,2025-12-14,22325.83,27690.46,sold,rebuilt,1006
52066,01CGPFMXYFFCNV90H,Jeep,Cherokee,2025,Base,Blue,35166,new,2026-06-23,39892.32,33039.09,sold,clean,1002
52067,9ARLWZL1KE0WMR56N,Honda,Odyssey,2018,Limited,Gray,76058,certified,2023-07-12,46784.44,44351.69,sold,rebuilt,1003
52068,G03FDVXJS20276FT7,Honda,Accord,2020,XLE,Gray,85764,certified,2026-06-28,23263.83,21833.02,sold,clean,1002
52069,J1F2GFER52MSBNTCX,Chevrolet,Tahoe,2020,Base,Black,81304,certified,2023-10-23,24570.85,20650.17,sold,rebuilt,1005
52070,G87NYYF541SJT58L1,Ford,Edge,2025,XLE,Silver,68470,certified,2025-03-12,14698.61,13111.0,sold,clean,1006
52071,S0UC1SN4XX1GVLCXR,Chevrolet,Equinox,2019,XLE,Black,30149,used,2025-10-07,55889.55,41961.28,sold,rebuilt,1005
52072,YZABPNNBK8RT4ZX5E,Hyundai,Tucson,2018,Sport,Blue,92795,used,2024-12-09,36809.78,33043.44,sold,clean,1003
52073,PZ4H098NTXK4KMGC3,Chevrolet,Silverado,2019,Base,Gray,88772,used,2026-05-21,43580.9,34588.75,sold,clean,1001
52074,V5Z18J34CDUPS8T5P,Nissan,Sentra,2023,Limited,Black,82894,certified,2024-01-18,51251.71,43421.17,sold,rebuilt,1003
52075,FR5K802W4HVCU23AV,Toyota,Corolla,2021,XLE,Black,92770,certified,2026-01-03,58089.49,43637.88,sold,rebuilt,1003
52076,ZZNMK2FR8ESWS3NZ2,Honda,CR-V,2020,Limited,White,89571,certified,2026-01-25,48121.45,40765.46,sold,rebuilt,1006
52077,FGXZMWC4NFE834XUX,Honda,Pilot,2016,XLE,White,40395,certified,2026-05-09,48485.86,40450.37,sold,clean,1002
52078,UPWJT7JWK5AFE6FPZ,Honda,CR-V,2025,XLE,Red,6153,used,2023-11-10,20513.61,18337.12,sold,clean,1006
52079,UWEDNY04JY0ML3M2F,HYUNDAI,Sonata,2022,XLE,Red,5915,new,2026-02-01,35050.45,30725.15,in_stock,rebuilt,1004
52080,30BRMBXK8DAC262WS,Jeep,Compass,2016,Base,Red,17312,new,2024-10-02,18845.37,15459.92,sold,clean,1002
52081,FG1PHT6G0J44CBDBM,Ford,Edge,2019,Sport,White,619,new,2024-04-20,37486.2,-264.93,sold,rebuilt,1006
52082,MW1R9X8P5LR8DH1HH,Jeep,Compass,2022,LE,Blue,12238,certified,2024-04-20,9307.17,8451.01,in_stock,rebuilt,1006
52083,EFU3P2XHFE217GVAS,Honda,Civic,2022,XLE,Black,43244,certified,2025-08-12,37434.52,31316.26,sold,rebuilt,1004
52084,TT14Z36DCUJL0P1RG,Ford,Explorer,2020,LE,Red,"67,669 mi",new,2026-04-12,46521.01,42241.21,sold,clean,1002
52085,PK1NG3Y8PNKN0EHZ3,Honda,Pilot,2019,XLE,Silver,53079,new,2025-11-06,16172.59,15348.93,sold,clean,1004
52086,X5K9SVVS8ZFX54766,Nissan,Frontier,2020,XLE,Black,"32,889 mi",certified,2025-08-15,35023.36,27396.53,sold,clean,1004
52087,JWNUVZLFFZPX79ASE,Ford,Edge,2025,Base,Gray,5761,used,2026-03-21,47528.26,39133.58,in_stock,salvage,1005
52088,YRTZLW2PAYX1EBN76,ford,Escape,2022,LE,Red,8268,new,2025-10-30,51774.19,43024.36,sold,rebuilt,1006
52089,K9R7SA1TXGJKZWU7D,Nissan,Pathfinder,2022,LE,Blue,20053,used,2024-03-01,14990.35,11683.69,sold,salvage,1003
52090,F7PEUP2XDS0AV1MZJ,Hyundai,Tucson,2024,Sport,Gray,87863,new,2024-06-01,33675.37,27172.88,sold,Rebuilt,1003
52091,BTY24ZNSFFFKL0RJC,Jeep,Grand Cherokee,2024,Base,White,3210,certified,2023-09-28,18367.95,15929.7,sold,clean,1001
52092,0EJFAHUF46B9X0ZA6,Chevrolet,Silverado,2025,Base,Green,77364,certified,2023-12-07,52906.46,42947.19,sold,clean,1003
52093,1S3HBURUE148YZP4R,BMW,5 Series,2026,LE,Blue,"83,052 mi",new,2025-07-11,33298.42,31113.91,sold,rebuilt,1002
52094,NU71PMPZB3VKA0NH1,Chevrolet,Tahoe,2025,Sport,White,86818,used,2024-05-21,48960.32,42751.67,sold,clean,1003
52095,7DPFC7RZJAP9PUG7P,Chevrolet,Equinox,2021,Sport,Green,69278,used,2026-06-06,38417.99,28591.73,pending,salvage,1005
52096,695068KSZGY16V24T,Ford,F-150,2024,Limited,Gray,70975,new,2025-08-08,33285.22,26186.94,in_stock,rebuilt,1001
52097,FHBJF5WV80VBXGMPA,Honda,Pilot,2019,LE,Silver,79664,new,2024-12-12,37496.55,35506.85,in_stock,salvage,1006
52098,LWVY2WAAEVHY8EX5A,Fard,Explorer,2026,Limited,Green,863,certified,2024-07-08,23705.54,18986.5,sold,rebuilt,1001
52099,SHSX5NMV32X80PBW9,Honda,Accord,2016,Base,Silver,17089,used,2023-11-13,33136.17,29456.78,sold,clean,1001
52100,SZGYM870DUNHW9T48,Nissan,Pathfinder,2018,Sport,Blue,6156,used,2024-07-30,59471.85,44184.11,in_stock,clean,1006
52101,MWJ03MWL66W75ZZ14,Hyundai,Elantra,2026,Limited,Black,50889,certified,2026-05-26,12746.03,9467.44,sold,clean,1003
52102,7H3J7XLAULZU0KGV7,Hyundai,Elantra,2022,Sport,Blue,87968,certified,2025-03-16,10054.88,8270.21,sold,clean ,1002
52103,F4J6NHGTBRTCEY0L7,Hyundai,Tucson,2025,XLE,Silver,"1,393 mi",new,2026-06-21,44516.06,38059.79,sold,salvage,1003
52104,GC7ATNHUYWW00CF6E,Jeep,Grand Cherokee,2018,XLE,Gray,32142,used,2026-05-01,49724.49,41779.36,in_stock,clean ,1005
52105,CS54PT5N86UMZA34B,Chevrolet,Traverse,2022,Sport,Gray,28564,used,2023-12-26,38657.0,31362.79,in_stock,clean,1005
52106,20PVHP3PTHKC73UFM,Honda,Odyssey,2021,XLE,Black,58418,used,2025-10-06,32069.39,28084.56,in_stock,,1003
52107,VW042PPDR5MLEJASL,Honda,CR-V,2018,LE,Blue,39532,certified,2023-10-29,33416.48,27088.79,in_stock,salvage,1006
52108,DAK6RY09ZUFJECG4G,BMW,3 Series,2022,Limited,Blue,38072,certified,2023-10-04,25012.14,19164.12,in_stock,clean,1004
52109,V5YUSKH94BTNKWYL2,Hyundai,Santa Fe,2024,XLE,Green,81673,used,2026-05-09,28653.21,25555.76,sold,salvage,1005
52110,NL7KMZFMZF8MNSZ8U,Toyota,RAV4,2018,XLE,Red,15770,certified,2025-08-03,21527.95,16964.6,sold,clean,1004
52111,CXMPAX2N1K3XXXJR9,Honda,CR-V,2017,LE,Gray,"64,656 mi",certified,2025-06-10,15667.21,11673.64,in_stock,clean,1003
52112,1FC75JW49WEW8V5M2,Toyota,RAV4,2025,Base,Green,78388,new,2025-05-28,24783.5,18878.22,pending,clean,1005
52113,4Y5KCVLJ8BNH76GVF,FORD,Escape,2019,Limited,Silver,70897,certified,2025-06-20,26741.52,24342.2,sold,clean,1004
52114,6G8NW81JSXWNUDYG1,Toyota,Tacoma,2024,XLE,White,65711,used,2025-09-04,24681.77,20899.35,sold,SALVAGE,1003
52115,31F43VNCBZTJRPN15,BMW,X5,2021,LE,Gray,15508,used,2024-04-23,37229.28,27909.68,sold,clean,1005
52116,ZMLE4TJ56Y1RXU32T,BMW,3 Series,2016,XLE,Silver,5713,used,2026-03-10,20932.84,16481.94,sold,salvage,1002
52117,J2GVTG0ECR4ZTJF8U,Ford,Escape,2023,Base,Black,59593,used,2024-09-24,54506.99,42519.61,sold,rebuilt,1006
52118,7NHM6JSR2GX46R684,Nissan,Pathfinder,2017,XLE,Green,24346,used,2024-03-17,58922.47,44588.83,sold,rebuilt,1001
52119,2D36S5G50V02858BS,Toyota,Tacoma,2024,LE,Black,46781,new,2025-04-28,15035.9,12862.97,in_stock,clean,1006
52120,87N4A9MY1AB2LAECU,Ford,F-150,2022,Sport,White,36830,certified,2023-07-27,13977.87,11495.23,in_stock,rebuilt,1004
52121,WFBRN7CFUDDV82UML,Honda,Pilot,2016,LE,Gray,"40,097 mi",new,2026-03-07,44605.21,42303.14,pending,salvage,1003
52122,7KEJB07N5CCX3HCR5,Ford,Escape,2016,XLE,Gray,65672,used,2024-05-31,29155.25,27472.02,pending,rebuilt,1003
52123,XYPPW6PDBX3WADM8J,Chevrolet,Traverse,2023,Sport,Blue,10320,new,2025-03-17,18679.64,16557.74,sold,salvage,1006
52124,SUZDNTMY64ZL1B6HR,Toyota,Camry,2018,Limited,Gray,11723,used,2024-12-24,18752.94,14187.81,pending,salvage,1004
52125,U24P42ZG4P9H97RAH,Jeep,Compass,2019,Limited,Gray,5133,new,2024-10-12,16102.56,14875.81,in_stock,rebuilt,1001
52126,5ML2XBUX311KWFMEN,Chevrolet,Tahoe,2020,Base,Silver,56363,certified,2025-04-23,36129.94,31989.39,sold,rebuilt,1003
